Player,Team,Position,Possessions Won in Final 3rd per 90,Possessions Won Midfield per 90,Tackles per 90,Tackle Success Rate (%),Chances Created,Chances Created per 90,Accurate Long Balls per 90,Successful Long Balls (%),Minutes,Matches,Big Chances Missed,Clearances per 90,Total Clearances,Expected Goals (xG),Actual Goals,Fouls Committed per 90,Interceptions per 90,Total Interceptions,Penalties Conceded,Clean Sheets,Goals Conceded,Expected Assists (xA),Actual Assists,Expected Goals on Target (xGOT),Goals Conceded per 90,Shots on Target per 90,Shot Accuracy (%),Penalties Won,Fouls Won per 90,Red Cards,Secondary Assists,Shots per 90,Shot Conversion Rate (%),Accurate Passes per 90,Pass Success (%),Penalties,Yellow Cards,Successful Dribbles per 90,Dribble Success Rate (%),Expected Assists per 90,Actual Assists per 90,Expected Goals per 90,Goals per 90,Blocks per 90,Total Blocks,FotMob Rating,Player of the Match Awards,Saves per 90,Total Saves,Country
joel voelkerling persson,Lecce,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johan vasquez,Genoa,D,0.1,1.1,1.0,64.7,11.0,0.3,2.3,37.4,2851.0,37.0,1.0,3.4,107.0,1.9,1.0,1.1,1.4,45.0,1.0,,,1.1,1.0,1.9,,0.3,29.4,,,,1.1,1.1,2.9,30.4,78.3,0.0,6.0,0.3,58.8,0.04,0.0,0.06,0.03,0.8,26.0,6.92,0.0,,,MEX
jonathan ikone,Fiorentina,C,0.6,1.3,0.6,50.0,15.0,0.8,0.6,57.9,1685.0,28.0,7.0,0.4,7.0,4.6,3.0,0.9,0.2,3.0,,,,2.0,1.0,3.9,,0.9,41.0,1.0,0.8,,2.0,2.1,7.7,20.2,82.9,0.0,5.0,1.1,51.2,0.1,0.1,0.25,0.16,,,6.71,2.0,,,FRA
jordan zemura,Udinese,D,0.2,1.4,1.4,66.7,8.0,0.7,0.9,28.6,1033.0,27.0,1.0,1.6,18.0,0.8,1.0,1.3,1.1,13.0,,,,0.3,0.0,1.2,,0.3,60.0,,,,,0.4,20.0,17.6,72.1,0.0,1.0,1.1,61.9,0.03,0.0,0.07,0.09,0.1,1.0,6.54,0.0,,,ZIM
jordi mboula,Verona,A,,,,,3.0,0.9,,,,,1.0,,,0.2,0.0,,,,,,,0.1,1.0,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,ESP
jose luis palomino,Atalanta,D,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG
jose machin,Monza,C,,,,,2.0,0.8,,,,,,,,0.2,0.0,,,,,,,0.1,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,EQG
joselito,Verona,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
josep martinez,Genoa,P,,,,,1.0,0.0,,,,,,1.4,51.0,,,0.1,0.0,1.0,1.0,8.0,43.0,0.1,0.0,,1.2,,,,,1.0,,,,25.3,69.2,,2.0,0.1,100.0,0.0,0.0,,,,,6.86,3.0,2.4,88.0,ESP
joseph boende,Juventus,C,,,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,BEL
josh doig,Sassuolo,D,0.1,1.4,1.1,63.4,19.0,0.8,1.0,28.7,2183.0,28.0,1.0,2.0,49.0,0.4,0.0,0.9,0.8,20.0,2.0,,,1.2,2.0,0.2,,0.1,23.1,,,,1.2,0.5,0.0,18.3,73.3,,7.0,0.6,34.1,0.05,0.1,0.02,0.0,0.5,13.0,6.52,0.0,,,SCO
joshua zirkzee,Bologna,A,1.0,1.6,0.6,62.5,43.0,1.4,0.6,73.1,2771.0,34.0,4.0,1.2,36.0,9.0,11.0,0.9,0.1,3.0,,,,2.5,4.0,8.8,,1.0,36.0,,,,2.5,2.8,12.8,22.8,78.0,2.0,8.0,1.7,41.9,0.08,0.1,0.29,0.36,0.1,2.0,7.18,1.0,,,NED
josip brekalo,Fiorentina,A,,,,,6.0,0.8,,,,,,,,0.4,1.0,,,,,,,0.7,0.0,0.3,,,,,,,,,,,,0.0,,,,,,,,,,,,,,CRO
jovane cabral,Salernitana,A,,,,,10.0,1.3,,,,,1.0,,,1.2,1.0,,,,1.0,,,0.6,0.0,1.5,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,CPV
juan cabal,Verona,D,0.2,1.9,1.6,75.0,12.0,0.7,2.2,39.8,1497.0,22.0,,2.8,46.0,0.5,0.0,1.6,1.6,26.0,,,,0.6,0.0,0.1,,0.2,25.0,,,,,0.7,0.0,25.7,71.1,,6.0,0.7,57.1,0.04,0.0,0.03,0.0,0.5,9.0,6.84,1.0,,,COL
juan cuadrado,Inter,C,,,,,9.0,3.1,,,,,,,,0.2,0.0,,,,,,,1.2,2.0,,,,,,,,1.2,,,,,,1.0,,,,,,,,,,,,,COL
juan jesus,Napoli,D,0.0,2.3,0.8,45.2,5.0,0.2,3.7,58.8,2117.0,24.0,,2.6,61.0,1.3,1.0,1.2,1.0,23.0,1.0,,,0.8,0.0,0.7,,0.1,25.0,,,,,0.3,12.5,65.3,90.8,0.0,7.0,0.0,100.0,0.03,0.0,0.06,0.04,0.5,12.0,6.84,0.0,,,BRA
juan manuel cruz,Verona,A,,,,,1.0,0.8,,,,,,,,0.0,0.0,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG
juan musso,Atalanta,P,,,,,,,,,,,,,,,,,,,1.0,6.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG
junior ajayi,Verona,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
junior messias,Genoa,A,,,,,15.0,1.3,,,,,1.0,,,1.6,1.0,,,,,,,1.2,0.0,0.9,,,,,,,,,,,,0.0,,,,,,,,,,,,,,BRA
junior sambia,Salernitana,C,,,,,12.0,1.0,,,,,,,,0.5,1.0,,,,1.0,,,0.6,2.0,1.3,,,,,,,0.6,,,,,0.0,4.0,,,,,,,,,,,,,FRA
justin kumi,Sassuolo,C,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
kacper urbanski,Bologna,C,0.4,1.5,1.0,62.5,16.0,1.6,1.0,76.9,921.0,22.0,2.0,1.0,10.0,1.2,0.0,1.1,0.4,4.0,,,,0.8,1.0,0.8,,0.6,35.3,,,,0.8,1.7,0.0,29.4,83.8,,3.0,2.0,62.5,0.07,0.1,0.11,0.0,0.1,1.0,6.67,0.0,,,POL
kaio jorge,Frosinone,A,1.0,1.8,0.4,66.7,8.0,0.9,0.4,66.7,805.0,20.0,11.0,,,5.5,3.0,0.9,0.1,1.0,,,,0.3,0.0,4.7,,1.5,48.1,,,,,3.0,11.1,12.7,73.5,1.0,2.0,0.6,27.8,0.03,0.0,0.61,0.34,,,,,,,BRA
karim zedadka,Napoli,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karlo lulic,Frosinone,C,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,CRO
karol linetty,Torino,C,0.4,3.3,1.0,70.0,15.0,0.7,1.8,67.9,1860.0,28.0,,1.3,27.0,0.6,0.0,2.4,1.1,23.0,,,,0.7,0.0,0.2,,0.0,6.3,,,,,0.8,0.0,36.1,86.8,,12.0,0.4,53.3,0.03,0.0,0.03,0.0,0.4,8.0,6.66,0.0,,,POL
karol swiderski,Verona,A,,,,,8.0,1.5,,,,,2.0,,,1.7,2.0,,,,,,,0.6,0.0,2.1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,POL
kastriot dermaku,Lecce,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keinan davis,Udinese,A,,,,,3.0,1.5,,,,,1.0,,,0.5,1.0,,,,,,,0.2,0.0,0.4,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,ENG
kenan yildiz,Juventus,A,0.5,1.6,0.9,69.2,18.0,1.7,0.6,46.2,945.0,27.0,2.0,0.3,3.0,1.6,2.0,1.1,0.1,1.0,,,,1.6,0.0,1.3,,0.7,36.8,,,,,1.8,10.5,26.4,84.2,0.0,3.0,2.2,65.7,0.15,0.0,0.15,0.19,,,6.69,0.0,,,TUR
kevin bonifazi,Frosinone,D,,,,,1.0,0.2,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
kevin leone,Sassuolo,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kevin miranda,Sassuolo,D,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
kevin strootman,Genoa,C,0.4,2.5,1.4,55.9,22.0,1.6,1.6,44.9,1209.0,27.0,,1.4,19.0,0.1,0.0,1.2,0.5,7.0,,,,2.2,2.0,,,,,,,,2.2,0.1,0.0,39.4,82.9,,4.0,0.4,71.4,0.17,0.1,0.01,0.0,0.4,6.0,6.59,0.0,,,NED
kevin zeroli,AC Milan,C,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
khvicha kvaratskhelia,Napoli,A,0.7,1.7,0.7,50.0,63.0,2.1,2.1,73.3,2750.0,34.0,14.0,0.2,7.0,11.2,11.0,0.8,0.4,13.0,,,,5.4,6.0,11.6,,1.5,35.2,2.0,2.6,,5.4,4.2,8.6,30.1,85.7,0.0,8.0,3.3,50.8,0.18,0.2,0.36,0.36,0.0,1.0,7.58,6.0,,,GEO
kingsley ehizibue,Udinese,D,0.6,1.2,1.3,63.6,8.0,0.8,0.6,30.0,955.0,23.0,1.0,3.0,32.0,1.3,0.0,1.1,0.8,8.0,,,,0.5,1.0,0.2,,0.3,16.7,,,,0.5,1.7,0.0,13.7,70.4,,4.0,1.0,64.7,0.05,0.1,0.12,0.0,0.3,3.0,6.55,0.0,,,NED
kingstone mutandwa,Cagliari,A,,,,,,,,,,,,,,0.1,1.0,,,,,,,0.0,0.0,0.4,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ZAM
koffi djidji,Torino,D,,,,,,,,,,,,,,0.1,0.0,,,,,,,0.1,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,CIV
koni de winter,Genoa,D,0.1,1.3,0.9,56.8,5.0,0.2,1.2,47.1,2378.0,29.0,1.0,2.9,77.0,0.9,0.0,1.4,0.8,21.0,1.0,,,0.3,1.0,0.9,,0.1,18.2,,,1.0,0.3,0.4,0.0,41.0,88.9,,6.0,0.3,77.8,0.01,0.0,0.03,0.0,0.4,10.0,6.75,0.0,,,BEL
konstantinos manolas,Salernitana,D,,,,,1.0,0.2,,,,,,,,0.1,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,GRE
kristian thorstvedt,Sassuolo,C,0.5,2.5,0.8,55.0,36.0,1.3,1.6,53.0,2413.0,34.0,2.0,1.3,34.0,4.5,6.0,1.3,0.8,21.0,,,,1.6,1.0,3.2,,0.6,35.7,,,,1.6,1.6,14.3,26.2,74.1,0.0,7.0,0.6,44.1,0.06,0.0,0.17,0.22,0.3,9.0,6.74,2.0,,,NOR
kristjan asllani,Inter,C,0.1,3.5,0.2,28.6,8.0,0.9,5.4,71.9,771.0,23.0,,0.8,7.0,0.6,1.0,0.5,1.3,11.0,,,,0.8,2.0,0.4,,0.5,26.7,,,,0.8,1.8,6.7,76.6,93.0,0.0,1.0,0.4,60.0,0.09,0.2,0.07,0.12,0.4,3.0,,,,,ALB
lameck banda,Lecce,A,1.1,2.2,1.5,85.2,24.0,1.6,0.5,61.5,1358.0,21.0,6.0,0.3,4.0,3.7,2.0,2.1,0.2,3.0,,,,1.2,4.0,3.7,,1.5,46.0,,,1.0,1.2,3.3,4.0,15.6,82.5,0.0,5.0,2.8,45.7,0.08,0.3,0.24,0.13,,,6.89,2.0,,,ZAM
lapo nava,AC Milan,P,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
lassana coulibaly,Salernitana,C,0.6,2.5,1.4,68.1,11.0,0.5,1.2,57.4,2086.0,28.0,1.0,1.1,25.0,0.6,0.0,1.4,0.7,16.0,,,,0.9,1.0,0.4,,0.1,23.1,,,,0.9,0.6,0.0,31.6,85.4,,5.0,0.6,45.5,0.04,0.0,0.03,0.0,0.2,5.0,6.66,0.0,,,MLI
lautaro gianetti,Udinese,D,,,,,1.0,0.1,,,,,1.0,,,0.4,1.0,,,,,,,0.1,0.0,1.1,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,ARG
lautaro martinez,Inter,A,0.9,1.4,0.5,72.7,36.0,1.2,0.7,65.6,2668.0,33.0,13.0,0.3,9.0,17.6,24.0,1.6,0.7,20.0,1.0,,,2.0,3.0,18.3,,1.6,43.5,2.0,2.0,,2.0,3.6,22.2,20.3,79.1,2.0,5.0,0.6,32.8,0.07,0.1,0.6,0.81,0.0,1.0,7.69,9.0,,,ARG
lazar samardzic,Udinese,C,0.4,2.6,0.7,47.5,62.0,2.3,2.2,63.0,2380.0,34.0,1.0,0.8,22.0,3.6,6.0,1.1,0.4,10.0,1.0,,,5.0,2.0,5.3,,0.6,29.8,,,,5.0,2.2,10.5,25.7,81.0,1.0,3.0,1.8,49.0,0.19,0.1,0.14,0.23,0.2,6.0,7.11,3.0,,,SRB
leander dendoncker,Napoli,C,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BEL
leandro paredes,Roma,C,0.5,3.4,1.2,63.2,27.0,0.9,4.5,67.2,2644.0,34.0,,1.3,39.0,3.3,3.0,1.1,1.0,29.0,1.0,,,2.5,5.0,3.2,,0.2,18.8,,,1.0,2.5,1.1,9.4,62.9,90.9,3.0,15.0,0.3,57.1,0.09,0.2,0.11,0.1,0.2,7.0,7.27,0.0,,,ARG
leo stigard,Napoli,D,,,0.7,50.0,3.0,0.2,3.3,46.2,1621.0,25.0,,3.6,64.0,0.8,1.0,0.7,0.9,16.0,,,,0.3,0.0,0.7,,0.1,14.3,,,,,0.4,14.3,64.8,88.1,0.0,3.0,0.1,66.7,0.02,0.0,0.04,0.06,0.7,12.0,6.88,0.0,,,NOR
leonardo cerri,Juventus,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leonardo pavoletti,Cagliari,A,0.7,0.7,0.1,100.0,7.0,1.0,0.6,36.4,620.0,19.0,1.0,1.0,7.0,2.6,4.0,2.8,,,,,,0.3,1.0,4.6,,1.3,36.0,1.0,1.0,,0.3,3.6,16.0,12.5,56.2,0.0,4.0,,,0.04,0.1,0.38,0.58,0.1,1.0,,,,,ITA
leonardo spinazzola,Roma,D,0.3,1.9,0.5,46.7,27.0,1.9,2.2,52.5,1312.0,24.0,,0.8,12.0,0.3,1.0,0.5,0.2,3.0,,,,3.1,2.0,0.3,,0.2,37.5,,,,3.1,0.5,12.5,37.2,82.7,0.0,,1.4,51.3,0.21,0.1,0.02,0.07,0.1,2.0,6.84,0.0,,,ITA
lewis ferguson,Bologna,C,0.3,2.3,0.7,56.8,32.0,1.1,1.2,51.4,2718.0,31.0,6.0,0.8,25.0,5.3,6.0,1.7,0.6,17.0,1.0,,,2.7,3.0,7.2,,0.7,33.3,1.0,2.4,,2.7,2.0,10.0,51.4,88.9,0.0,8.0,0.5,48.3,0.09,0.1,0.18,0.2,0.3,8.0,7.31,3.0,,,SCO
liam henderson,Empoli,C,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SCO
liberato cacace,Empoli,D,0.6,1.8,1.1,60.0,21.0,1.0,2.1,35.4,1907.0,31.0,1.0,2.0,43.0,0.6,0.0,1.4,0.9,19.0,,,,1.4,1.0,1.3,,0.1,15.4,,,,1.4,0.6,0.0,30.4,77.5,,6.0,1.1,46.9,0.07,0.0,0.03,0.0,0.3,6.0,6.68,0.0,,,NZL
lorenzo amatucci,Fiorentina,C,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
lorenzo colombo,Monza,A,0.5,1.5,0.8,70.6,8.0,0.5,0.7,62.5,1366.0,25.0,4.0,0.9,14.0,3.7,4.0,1.6,,,,,,0.5,1.0,2.3,,0.7,27.0,,,,0.5,2.4,10.8,12.0,70.3,0.0,3.0,0.8,52.2,0.03,0.1,0.24,0.26,0.3,5.0,6.43,1.0,,,ITA
lorenzo de silvestri,Bologna,D,,,,,,,,,,,,,,0.2,2.0,,,,,,,0.1,0.0,0.5,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ITA
lorenzo ignacchiti,Empoli,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lorenzo lucca,Udinese,A,0.5,1.5,0.4,57.9,20.0,0.7,0.3,83.3,2600.0,37.0,11.0,1.2,35.0,7.8,8.0,1.8,0.1,3.0,,,,0.6,4.0,7.7,,0.9,42.6,,,,0.6,2.1,13.1,9.3,61.1,0.0,6.0,0.4,37.5,0.02,0.1,0.27,0.28,0.1,3.0,6.68,1.0,,,ITA
lorenzo montipo,Verona,P,,,0.0,100.0,1.0,0.0,,,,,,0.9,35.0,,,,,,,8.0,49.0,0.2,1.0,,1.3,,,,,,0.2,,,18.2,58.3,,,,,0.0,0.0,,,,,6.8,1.0,2.9,106.0,ITA
lorenzo pellegrini,Roma,C,0.6,2.4,1.0,57.1,36.0,1.7,0.7,33.3,1866.0,29.0,1.0,1.1,22.0,4.8,8.0,1.3,1.0,20.0,,,,3.2,3.0,5.7,,1.0,42.6,1.0,1.7,,3.2,2.3,17.0,30.7,82.6,1.0,7.0,0.9,54.3,0.15,0.1,0.23,0.39,0.2,5.0,7.16,2.0,,,ITA
lorenzo pirola,Salernitana,D,,,1.0,59.0,1.0,0.0,1.7,36.9,1991.0,27.0,1.0,4.1,90.0,0.9,1.0,1.5,1.1,25.0,2.0,,,0.1,0.0,0.7,,0.2,26.7,,,,,0.7,6.7,38.7,83.4,0.0,4.0,,,0.01,0.0,0.04,0.05,1.4,30.0,6.44,0.0,,,ITA
lorenzo torriani,AC Milan,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lorenzo venuti,Lecce,D,,,,,4.0,1.0,,,,,,,,0.1,0.0,,,,1.0,,,0.3,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,ITA
loum tchaouna,Salernitana,C,0.4,1.4,0.4,50.0,22.0,0.9,0.9,46.7,2099.0,33.0,3.0,0.6,13.0,2.6,4.0,0.6,0.2,4.0,,,,1.3,3.0,3.7,,0.6,34.1,,,,1.3,1.9,9.1,20.9,71.6,0.0,4.0,0.7,34.0,0.06,0.1,0.11,0.17,0.0,1.0,6.55,1.0,,,FRA
lovro golic,Roma,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lovro stubljar,Empoli,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luca belardinelli,Empoli,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luca caldirola,Monza,D,,,0.6,56.0,5.0,0.2,3.5,54.6,2139.0,29.0,,2.1,50.0,0.6,1.0,1.0,1.2,29.0,1.0,,,0.2,1.0,0.4,,0.1,22.2,,,1.0,0.2,0.4,11.1,52.0,91.1,0.0,5.0,0.0,100.0,0.01,0.0,0.02,0.04,0.7,17.0,6.47,0.0,,,ITA
luca garritano,Frosinone,C,,,,,4.0,0.7,,,,,2.0,,,0.7,0.0,,,,,,,0.4,0.0,0.2,,,,,,,,,,,,,1.0,,,,,,,,,,,,,ITA
luca gemello,Torino,P,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
luca lipani,Sassuolo,C,,,,,3.0,0.7,,,,,,,,0.1,0.0,,,,,,,0.1,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
luca marianucci,Empoli,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luca mazzitelli,Frosinone,C,0.7,2.9,0.9,51.1,13.0,0.5,3.3,40.8,2221.0,29.0,,2.5,62.0,2.3,5.0,1.8,0.8,19.0,,,,0.9,0.0,3.0,,0.7,36.7,,,1.0,,2.0,10.2,39.1,77.0,0.0,4.0,0.4,64.7,0.04,0.0,0.09,0.2,0.3,7.0,6.95,1.0,,,ITA
luca pellegrini,Lazio,D,0.3,2.4,1.5,72.2,2.0,0.2,1.7,35.7,781.0,19.0,,1.8,16.0,0.2,1.0,2.2,1.0,9.0,,,,0.3,0.0,0.6,,0.1,14.3,,,1.0,,0.8,14.3,35.1,76.6,0.0,5.0,1.6,53.8,0.04,0.0,0.03,0.12,0.3,3.0,,,,,ITA
luca ranieri,Fiorentina,D,0.0,1.8,0.4,71.4,7.0,0.3,5.1,52.0,2067.0,26.0,1.0,2.7,63.0,0.9,2.0,1.4,1.3,29.0,,,,0.7,1.0,0.7,,0.1,30.0,,,,0.7,0.4,20.0,49.1,84.8,0.0,14.0,0.2,33.3,0.03,0.0,0.04,0.09,0.5,11.0,6.88,1.0,,,ITA
lucas beltran,Fiorentina,A,1.0,1.1,0.7,51.9,25.0,1.3,0.7,81.3,1694.0,32.0,1.0,0.6,11.0,3.8,6.0,1.3,0.1,2.0,,,,1.9,2.0,4.5,,0.5,29.0,1.0,1.5,,1.9,1.6,19.4,18.9,79.6,1.0,6.0,0.6,40.0,0.1,0.1,0.2,0.32,0.2,3.0,6.63,0.0,,,ARG
lucas martinez quarta,Fiorentina,D,0.4,2.4,1.8,62.7,15.0,0.6,5.5,45.8,2292.0,29.0,2.0,2.6,65.0,2.7,5.0,1.6,1.2,30.0,,,,1.1,1.0,1.9,,0.3,29.2,,,,1.1,0.9,20.8,53.3,82.3,0.0,9.0,0.5,50.0,0.04,0.0,0.11,0.2,0.5,14.0,7.32,1.0,,,ARG
lucien agoume,Inter,C,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FRA
luigi canotto,Frosinone,A,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
luigi cherubini,Roma,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luigi sepe,Salernitana,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luis alberto,Lazio,C,0.7,2.9,0.8,57.1,64.0,2.5,2.1,55.6,2323.0,33.0,3.0,0.4,10.0,4.7,5.0,0.6,0.3,7.0,,,,4.8,7.0,6.1,,0.6,26.8,,,,4.8,2.2,8.9,48.8,83.7,0.0,7.0,1.0,61.0,0.19,0.3,0.18,0.19,0.2,4.0,7.29,3.0,,,ESP
luis muriel,Atalanta,A,,,,,15.0,3.4,,,,,,,,1.5,2.0,,,,,,,1.4,1.0,2.4,,,,,,,1.4,,,,,0.0,,,,,,,,,,,,,,COL
luka jovic,AC Milan,A,0.4,1.5,0.4,66.7,11.0,1.1,0.2,50.0,867.0,23.0,5.0,0.9,9.0,4.9,6.0,0.8,0.1,1.0,,,,0.7,1.0,6.2,,1.3,59.1,,,1.0,0.7,2.3,27.3,13.7,74.6,0.0,2.0,0.7,53.8,0.07,0.1,0.51,0.62,,,6.61,1.0,,,SRB
luka romero,AC Milan,C,,,,,,,,,,,,,,0.1,0.0,,,,,,,0.1,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,ARG
lukasz skorupski,Bologna,P,,,0.1,100.0,,,,,,,,0.6,18.0,,,,0.0,1.0,,13.0,29.0,0.0,0.0,,0.9,,,,,,,,,20.8,75.5,,2.0,,,0.0,0.0,,,,,6.83,1.0,2.5,80.0,POL
m'bala nzola,Fiorentina,A,1.1,1.5,0.5,72.7,21.0,1.2,0.6,83.3,1545.0,33.0,5.0,1.3,22.0,4.5,3.0,2.2,,,,,,1.6,3.0,4.4,,0.8,40.6,1.0,0.4,,1.6,1.9,9.4,16.2,82.7,1.0,2.0,0.8,48.3,0.09,0.2,0.26,0.17,0.1,1.0,6.45,0.0,,,ANG
m'baye niang,Empoli,A,,,,,9.0,1.1,,,,,3.0,,,5.5,6.0,,,,,,,0.2,1.0,6.0,,,,,,,0.2,,,,,4.0,1.0,,,,,,,,,,,,,SEN
maduka okoye,Udinese,P,,,,,,,,,,,,1.0,20.0,,,0.0,0.0,1.0,1.0,5.0,25.0,0.0,0.0,,1.2,,,,,,,,,11.0,57.2,,2.0,,,0.0,0.0,,,,,6.69,2.0,3.1,65.0,NGA
malick thiaw,AC Milan,D,0.1,1.8,0.9,50.0,4.0,0.2,2.3,54.5,1620.0,21.0,1.0,3.1,55.0,0.6,0.0,1.7,0.7,13.0,1.0,,,0.2,1.0,0.7,,0.1,20.0,,,1.0,0.2,0.3,0.0,60.0,91.6,,5.0,0.4,80.0,0.01,0.1,0.03,0.0,0.7,13.0,6.89,0.0,,,GER
mamadou coulibaly,Salernitana,C,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SEN
manuel lazzari,Lazio,C,0.2,1.9,1.0,69.2,9.0,0.5,0.7,38.2,1675.0,24.0,1.0,1.6,30.0,1.0,0.0,0.9,0.6,12.0,,,,1.3,2.0,0.8,,0.1,25.0,,,1.0,1.3,0.4,0.0,36.8,88.5,,4.0,0.6,52.4,0.07,0.1,0.06,0.0,0.2,4.0,6.74,0.0,,,ITA
manuel locatelli,Juventus,C,0.5,2.6,1.3,62.3,26.0,0.8,5.2,62.7,3011.0,36.0,,1.9,63.0,1.5,1.0,1.2,0.7,25.0,,,,2.4,4.0,0.5,,0.1,12.5,,,,2.4,0.7,4.2,50.4,86.1,0.0,6.0,0.4,72.2,0.07,0.1,0.04,0.03,0.5,17.0,7.3,1.0,,,ITA
marash kumbulla,Sassuolo,D,,,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,ALB
marcin listkowski,Lecce,C,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POL
marco ballarini,Udinese,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marco brescianini,Frosinone,C,0.3,2.1,0.5,46.4,22.0,0.9,0.8,37.5,2321.0,36.0,2.0,1.4,35.0,2.3,4.0,1.4,0.4,10.0,,,,1.9,2.0,3.4,,0.4,35.5,,,,1.9,1.2,12.9,23.3,79.9,0.0,1.0,0.9,53.7,0.07,0.1,0.09,0.16,0.2,5.0,6.51,1.0,,,ITA
marco carnesecchi,Atalanta,P,,,,,,,,,,,,1.4,37.0,,,0.0,,,1.0,8.0,30.0,0.0,0.0,,1.1,,,,,,,,,17.8,65.5,,,,,0.0,0.0,,,,,6.94,2.0,2.9,79.0,ITA
