Giocatore,Giornata,Pred_Gol_Pesata
arkadiusz milik,G7,0.1373
noah okafor,G7,0.1373
giovanni simeone,G7,0.1373
matias soule,G7,0.1373
morten thorsby,G7,0.1373
fikayo tomori,G7,0.1373
matias vecino,G7,0.1373
mattia zaccagni,G7,0.1373
danilo,G7,0.1313
ederson,G7,0.1313
giovanni fabbian,G7,0.1313
daichi kamada,G7,0.1313
leonardo spinazzola,G7,0.1313
gabriel strefezza,G7,0.1313
joshua zirkzee,G7,0.1313
jovane cabral,G7,0.1228
federico dimarco,G7,0.1228
roberto gagliardini,G7,0.1228
armand lauriente,G7,0.1228
remi oudin,G7,0.1228
mario pasalic,G7,0.1228
simone romagnoli,G7,0.1228
paulo dybala,G7,0.12
luca mazzitelli,G7,0.12
henrikh mkhitaryan,G7,0.12
pontus almqvist,G7,0.1086
cristiano biraghi,G7,0.1086
davide biraschi,G7,0.1086
federico bonazzoli,G7,0.1086
charles de ketelaere,G7,0.1086
federico di francesco,G7,0.1086
rolando mandragora,G7,0.1086
adrien rabiot,G7,0.1086
nadir zortea,G7,0.1086
federico gatti,G7,0.0486
alessandro bastoni,G7,0.0486
andrea carboni,G7,0.0486
tammy abraham,G7,0.0486
francesco acerbi,G7,0.0486
yacine adli,G7,0.0486
alex sandro,G7,0.0486
amir rrahmani,G7,0.0486
marko arnautovic,G7,0.0486
arthur,G7,0.0486
kristjan asllani,G7,0.0486
tommaso augello,G7,0.0486
sardar azmoun,G7,0.0486
milan badelj,G7,0.0486
jaime baez,G7,0.0486
mitchel bakker,G7,0.0486
lameck banda,G7,0.0486
antonin barak,G7,0.0486
nicolo barella,G7,0.0486
raoul bellanova,G7,0.0486
lucas beltran,G7,0.0486
ismael bennacer,G7,0.0486
sam beukema,G7,0.0486
yann aurel bisseck,G7,0.0486
warren bondo,G7,0.0486
josip brekalo,G7,0.0486
gleison bremer,G7,0.0486
marco brescianini,G7,0.0486
tajon buchanan,G7,0.0486
riccardo calafiori,G7,0.0486
luca caldirola,G7,0.0486
nicolo cambiaghi,G7,0.0486
andrea cambiaso,G7,0.0486
matteo cancellieri,G7,0.0486
francesco caputo,G7,0.0486
valentin castellanos,G7,0.0486
santiago castro,G7,0.0486
gaetano castrovilli,G7,0.0486
danilo cataldi,G7,0.0486
leonardo cerri,G7,0.0486
samuel chukwueze,G7,0.0486
lorenzo colombo,G7,0.0486
diego coppola,G7,0.0486
marvin cuni,G7,0.0486
dany mota,G7,0.0486
matteo darmian,G7,0.0486
keinan davis,G7,0.0486
lorenzo de silvestri,G7,0.0486
stefan de vrij,G7,0.0486
gregoire defrel,G7,0.0486
alessandro deiola,G7,0.0486
milan djuric,G7,0.0486
patrick dorgu,G7,0.0486
alberto dossena,G7,0.0486
radu dragusin,G7,0.0486
caleb ekuban,G7,0.0486
oussama el azzouzi,G7,0.0486
stephan el shaarawy,G7,0.0486
eljif elmas,G7,0.0486
martin erlic,G7,0.0486
federico fazio,G7,0.0486
jacopo fazzini,G7,0.0486
felipe anderson,G7,0.0486
gian marco ferrari,G7,0.0486
alessandro florenzi,G7,0.0486
michael folorunsho,G7,0.0486
morten frendrup,G7,0.0486
remo freuler,G7,0.0486
matteo gabbia,G7,0.0486
gianluca gaetano,G7,0.0486
valentin gendrey,G7,0.0486
lautaro gianetti,G7,0.0486
matteo guendouzi,G7,0.0486
emmanuel quartsin gyasi,G7,0.0486
thomas henry,G7,0.0486
emil holm,G7,0.0486
dean huijsen,G7,0.0486
chukwubuikem ikwuemesi,G7,0.0486
ivan ilic,G7,0.0486
samuel iling-junior,G7,0.0486
gustav isaksen,G7,0.0486
jakub jankto,G7,0.0486
luka jovic,G7,0.0486
juan jesus,G7,0.0486
christian kabasele,G7,0.0486
kaio jorge,G7,0.0486
hassane kamara,G7,0.0486
grigoris kastanos,G7,0.0486
michael kayode,G7,0.0486
kingstone mutandwa,G7,0.0486
sead kolasinac,G7,0.0486
viktor kovalenko,G7,0.0486
luca ranieri,G7,0.0486
gianluca lapadula,G7,0.0486
darko lazovic,G7,0.0486
diego llorente,G7,0.0486
manuel locatelli,G7,0.0486
lorenzo pellegrini,G7,0.0486
sandi lovric,G7,0.0486
luca pellegrini,G7,0.0486
lorenzo lucca,G7,0.0486
sebastiano luperto,G7,0.0486
charalambos lykogiannis,G7,0.0486
giulio maggiore,G7,0.0486
daniel maldini,G7,0.0486
ruslan malinovsky,G7,0.0486
mirko maric,G7,0.0486
agustin martegani,G7,0.0486
adam marusic,G7,0.0486
matheus henrique,G7,0.0486
mathias olivera,G7,0.0486
yerry mina,G7,0.0486
aleksey miranchuk,G7,0.0486
fabio miretti,G7,0.0486
nikola moro,G7,0.0486
luis muriel,G7,0.0486
nahitan nandez,G7,0.0486
dan ndoye,G7,0.0486
m'baye niang,G7,0.0486
tijjani noslin,G7,0.0486
m'bala nzola,G7,0.0486
jens odgaard,G7,0.0486
gaetano oristanio,G7,0.0486
riccardo orsolini,G7,0.0486
leandro paredes,G7,0.0486
patric,G7,0.0486
leonardo pavoletti,G7,0.0486
martin payero,G7,0.0486
pedro rodriguez,G7,0.0486
pietro pellegri,G7,0.0486
roberto pereyra,G7,0.0486
nehuen perez,G7,0.0486
matteo pessina,G7,0.0486
andrea petagna,G7,0.0486
roberto piccoli,G7,0.0486
niccolo pierozzi,G7,0.0486
stefan posch,G7,0.0486
matteo prati,G7,0.0486
rasmus kristensen,G7,0.0486
uros racic,G7,0.0486
ylber ramadani,G7,0.0486
tijjani reijnders,G7,0.0486
reinier,G7,0.0486
samuele ricci,G7,0.0486
ricardo rodriguez,G7,0.0486
daniele rugani,G7,0.0486
simone bastoni,G7,0.0486
alexis saelemaekers,G7,0.0486
junior sambia,G7,0.0486
antonio sanabria,G7,0.0486
alexis sanchez,G7,0.0486
nicola sansone,G7,0.0486
zanos savva,G7,0.0486
giorgio scalvini,G7,0.0486
eldor shomurodov,G7,0.0486
jan-carlo simic,G7,0.0486
simy,G7,0.0486
riccardo sottil,G7,0.0486
isaac success,G7,0.0486
ibrahim sulemana,G7,0.0486
tomas suslov,G7,0.0486
karol swiderski,G7,0.0486
loum tchaouna,G7,0.0486
florian thauvin,G7,0.0486
kristian thorstvedt,G7,0.0486
el bilal toure,G7,0.0486
chaka traore,G7,0.0486
valentin carboni,G7,0.0486
johan vasquez,G7,0.0486
nicolas viola,G7,0.0486
mattia viti,G7,0.0486
vitor oliveira,G7,0.0486
nikola vlasic,G7,0.0486
cristian volpato,G7,0.0486
walace,G7,0.0486
shon weissman,G7,0.0486
kenan yildiz,G7,0.0486
gabriele zappa,G7,0.0486
davide zappacosta,G7,0.0486
oier zarraga,G7,0.0486
jordan zemura,G7,0.0486
szymon zurkowski,G7,0.0486
leo ostigard,G7,0.0486
lautaro martinez,G8,1.0
domenico berardi,G8,0.8333
nemanja radonjicc,G8,0.66
riccardo orsolini,G8,0.45
romelu lukaku,G8,0.31
mateo retegui,G8,0.3083
victor osimhen,G8,0.2667
federico chiesa,G8,0.2606
nikola krstovic,G8,0.2527
giacomo bonaventura,G8,0.24
rafael leao,G8,0.2273
dusan vlahovic,G8,0.2267
hakan calhanoglu,G8,0.2194
luis alberto,G8,0.2194
marcus thuram,G8,0.2194
olivier giroud,G8,0.2133
ademola lookman,G8,0.2067
lucas martinez quarta,G8,0.2067
zito luvumbo,G8,0.1979
piotr zielinski,G8,0.1979
matteo politano,G8,0.1977
nicolas gonzalez,G8,0.1773
christian pulisic,G8,0.1773
andrea colpani,G8,0.1713
teun koopmeiners,G8,0.1696
albert gudmundsson,G8,0.1667
noah okafor,G8,0.1667
paulo dybala,G8,0.16
luca mazzitelli,G8,0.16
henrikh mkhitaryan,G8,0.16
cyril ngonge,G8,0.1466
ciro immobile,G8,0.1444
gianluca scamacca,G8,0.1444
duvan zapata,G8,0.1444
andrea pinamonti,G8,0.1333
denzel dumfries,G8,0.1294
lazar samardzic,G8,0.1294
andrea belotti,G8,0.1152
antonio candreva,G8,0.1152
abdou harroui,G8,0.1152
danilo,G8,0.1133
ederson,G8,0.1133
giovanni fabbian,G8,0.1133
daichi kamada,G8,0.1133
leonardo spinazzola,G8,0.1133
gabriel strefezza,G8,0.1133
joshua zirkzee,G8,0.1133
jovane cabral,G8,0.1111
federico dimarco,G8,0.1111
roberto gagliardini,G8,0.1111
armand lauriente,G8,0.1111
remi oudin,G8,0.1111
mario pasalic,G8,0.1111
simone romagnoli,G8,0.1111
lorenzo colombo,G8,0.1106
gianluca gaetano,G8,0.1106
lorenzo pellegrini,G8,0.1106
lorenzo lucca,G8,0.1106
m'bala nzola,G8,0.1106
nehuen perez,G8,0.1106
leo ostigard,G8,0.1106
mattia bani,G8,0.1046
alessandro buongiorno,G8,0.1046
walid cheddira,G8,0.1046
bryan cristante,G8,0.1046
davide frattesi,G8,0.1046
christian kouame,G8,0.1046
pol lirola,G8,0.1046
gianluca mancini,G8,0.1046
giacomo raspadori,G8,0.1046
renato sanches,G8,0.1046
nedim bajrami,G8,0.0961
tommaso baldanzi,G8,0.0961
jonathan ikone,G8,0.0961
khvicha kvaratskhelia,G8,0.0961
ruben loftus-cheek,G8,0.0961
junior messias,G8,0.0961
arkadiusz milik,G8,0.0961
giovanni simeone,G8,0.0961
matias soule,G8,0.0961
morten thorsby,G8,0.0961
fikayo tomori,G8,0.0961
matias vecino,G8,0.0961
mattia zaccagni,G8,0.0961
pontus almqvist,G8,0.0819
houssem aouar,G8,0.0819
cristiano biraghi,G8,0.0819
davide biraschi,G8,0.0819
federico bonazzoli,G8,0.0819
charles de ketelaere,G8,0.0819
federico di francesco,G8,0.0819
giovanni di lorenzo,G8,0.0819
boulaye dia,G8,0.0819
ondrej duda,G8,0.0819
alfred duncan,G8,0.0819
lewis ferguson,G8,0.0819
theo hernandez,G8,0.0819
rolando mandragora,G8,0.0819
ilario monterisi,G8,0.0819
adrien rabiot,G8,0.0819
hamza rafia,G8,0.0819
perr schuurs,G8,0.0819
nadir zortea,G8,0.0819
federico gatti,G8,0.0486
alessandro bastoni,G8,0.0486
andrea carboni,G8,0.0486
tammy abraham,G8,0.0486
francesco acerbi,G8,0.0486
yacine adli,G8,0.0486
alex sandro,G8,0.0486
amir rrahmani,G8,0.0486
marko arnautovic,G8,0.0486
arthur,G8,0.0486
kristjan asllani,G8,0.0486
tommaso augello,G8,0.0486
sardar azmoun,G8,0.0486
milan badelj,G8,0.0486
jaime baez,G8,0.0486
mitchel bakker,G8,0.0486
lameck banda,G8,0.0486
antonin barak,G8,0.0486
nicolo barella,G8,0.0486
raoul bellanova,G8,0.0486
lucas beltran,G8,0.0486
ismael bennacer,G8,0.0486
sam beukema,G8,0.0486
yann aurel bisseck,G8,0.0486
warren bondo,G8,0.0486
josip brekalo,G8,0.0486
gleison bremer,G8,0.0486
marco brescianini,G8,0.0486
tajon buchanan,G8,0.0486
riccardo calafiori,G8,0.0486
luca caldirola,G8,0.0486
nicolo cambiaghi,G8,0.0486
andrea cambiaso,G8,0.0486
matteo cancellieri,G8,0.0486
francesco caputo,G8,0.0486
valentin castellanos,G8,0.0486
santiago castro,G8,0.0486
gaetano castrovilli,G8,0.0486
danilo cataldi,G8,0.0486
leonardo cerri,G8,0.0486
samuel chukwueze,G8,0.0486
diego coppola,G8,0.0486
marvin cuni,G8,0.0486
dany mota,G8,0.0486
matteo darmian,G8,0.0486
keinan davis,G8,0.0486
lorenzo de silvestri,G8,0.0486
stefan de vrij,G8,0.0486
gregoire defrel,G8,0.0486
alessandro deiola,G8,0.0486
milan djuric,G8,0.0486
patrick dorgu,G8,0.0486
alberto dossena,G8,0.0486
radu dragusin,G8,0.0486
caleb ekuban,G8,0.0486
oussama el azzouzi,G8,0.0486
stephan el shaarawy,G8,0.0486
eljif elmas,G8,0.0486
martin erlic,G8,0.0486
federico fazio,G8,0.0486
jacopo fazzini,G8,0.0486
felipe anderson,G8,0.0486
gian marco ferrari,G8,0.0486
alessandro florenzi,G8,0.0486
michael folorunsho,G8,0.0486
morten frendrup,G8,0.0486
remo freuler,G8,0.0486
matteo gabbia,G8,0.0486
valentin gendrey,G8,0.0486
lautaro gianetti,G8,0.0486
matteo guendouzi,G8,0.0486
emmanuel quartsin gyasi,G8,0.0486
thomas henry,G8,0.0486
emil holm,G8,0.0486
dean huijsen,G8,0.0486
chukwubuikem ikwuemesi,G8,0.0486
ivan ilic,G8,0.0486
samuel iling-junior,G8,0.0486
gustav isaksen,G8,0.0486
jakub jankto,G8,0.0486
luka jovic,G8,0.0486
juan jesus,G8,0.0486
christian kabasele,G8,0.0486
kaio jorge,G8,0.0486
hassane kamara,G8,0.0486
grigoris kastanos,G8,0.0486
michael kayode,G8,0.0486
kingstone mutandwa,G8,0.0486
sead kolasinac,G8,0.0486
viktor kovalenko,G8,0.0486
luca ranieri,G8,0.0486
gianluca lapadula,G8,0.0486
darko lazovic,G8,0.0486
diego llorente,G8,0.0486
manuel locatelli,G8,0.0486
sandi lovric,G8,0.0486
luca pellegrini,G8,0.0486
sebastiano luperto,G8,0.0486
charalambos lykogiannis,G8,0.0486
giulio maggiore,G8,0.0486
daniel maldini,G8,0.0486
ruslan malinovsky,G8,0.0486
mirko maric,G8,0.0486
agustin martegani,G8,0.0486
adam marusic,G8,0.0486
matheus henrique,G8,0.0486
mathias olivera,G8,0.0486
yerry mina,G8,0.0486
aleksey miranchuk,G8,0.0486
fabio miretti,G8,0.0486
nikola moro,G8,0.0486
luis muriel,G8,0.0486
nahitan nandez,G8,0.0486
dan ndoye,G8,0.0486
m'baye niang,G8,0.0486
tijjani noslin,G8,0.0486
jens odgaard,G8,0.0486
gaetano oristanio,G8,0.0486
leandro paredes,G8,0.0486
patric,G8,0.0486
leonardo pavoletti,G8,0.0486
martin payero,G8,0.0486
pedro rodriguez,G8,0.0486
pietro pellegri,G8,0.0486
roberto pereyra,G8,0.0486
matteo pessina,G8,0.0486
andrea petagna,G8,0.0486
roberto piccoli,G8,0.0486
niccolo pierozzi,G8,0.0486
stefan posch,G8,0.0486
matteo prati,G8,0.0486
rasmus kristensen,G8,0.0486
uros racic,G8,0.0486
ylber ramadani,G8,0.0486
tijjani reijnders,G8,0.0486
reinier,G8,0.0486
samuele ricci,G8,0.0486
ricardo rodriguez,G8,0.0486
daniele rugani,G8,0.0486
simone bastoni,G8,0.0486
alexis saelemaekers,G8,0.0486
junior sambia,G8,0.0486
antonio sanabria,G8,0.0486
alexis sanchez,G8,0.0486
nicola sansone,G8,0.0486
zanos savva,G8,0.0486
giorgio scalvini,G8,0.0486
eldor shomurodov,G8,0.0486
jan-carlo simic,G8,0.0486
simy,G8,0.0486
riccardo sottil,G8,0.0486
isaac success,G8,0.0486
ibrahim sulemana,G8,0.0486
tomas suslov,G8,0.0486
karol swiderski,G8,0.0486
loum tchaouna,G8,0.0486
florian thauvin,G8,0.0486
kristian thorstvedt,G8,0.0486
el bilal toure,G8,0.0486
chaka traore,G8,0.0486
valentin carboni,G8,0.0486
johan vasquez,G8,0.0486
nicolas viola,G8,0.0486
mattia viti,G8,0.0486
vitor oliveira,G8,0.0486
nikola vlasic,G8,0.0486
cristian volpato,G8,0.0486
walace,G8,0.0486
shon weissman,G8,0.0486
kenan yildiz,G8,0.0486
gabriele zappa,G8,0.0486
davide zappacosta,G8,0.0486
oier zarraga,G8,0.0486
jordan zemura,G8,0.0486
szymon zurkowski,G8,0.0486
lautaro martinez,G9,1.0
giacomo bonaventura,G9,0.4117
domenico berardi,G9,0.36
arkadiusz milik,G9,0.299
matias vecino,G9,0.299
andrea pinamonti,G9,0.295
mateo retegui,G9,0.295
federico chiesa,G9,0.2727
andrea colpani,G9,0.26
nikola krstovic,G9,0.26
rafael leao,G9,0.2427
matteo politano,G9,0.2212
nicolas gonzalez,G9,0.22
christian pulisic,G9,0.22
ademola lookman,G9,0.2127
lucas martinez quarta,G9,0.2127
dusan vlahovic,G9,0.1978
albert gudmundsson,G9,0.1873
noah okafor,G9,0.1873
victor osimhen,G9,0.18
olivier giroud,G9,0.1686
nemanja radonjicc,G9,0.1678
andrea belotti,G9,0.1673
hakan calhanoglu,G9,0.14
luis alberto,G9,0.14
marcus thuram,G9,0.14
denzel dumfries,G9,0.1378
paulo dybala,G9,0.1378
zito luvumbo,G9,0.1378
henrikh mkhitaryan,G9,0.1378
lazar samardzic,G9,0.1378
piotr zielinski,G9,0.1378
houssem aouar,G9,0.1373
ederson,G9,0.1373
joshua zirkzee,G9,0.1373
ciro immobile,G9,0.1313
duvan zapata,G9,0.1313
teun koopmeiners,G9,0.1218
romelu lukaku,G9,0.12
riccardo orsolini,G9,0.12
mattia bani,G9,0.11
alessandro buongiorno,G9,0.11
walid cheddira,G9,0.11
bryan cristante,G9,0.11
davide frattesi,G9,0.11
christian kouame,G9,0.11
pol lirola,G9,0.11
gianluca mancini,G9,0.11
giacomo raspadori,G9,0.11
renato sanches,G9,0.11
antonio candreva,G9,0.1086
abdou harroui,G9,0.1086
cyril ngonge,G9,0.1086
gianluca scamacca,G9,0.1086
nedim bajrami,G9,0.1078
tommaso baldanzi,G9,0.1078
jonathan ikone,G9,0.1078
khvicha kvaratskhelia,G9,0.1078
ruben loftus-cheek,G9,0.1078
junior messias,G9,0.1078
giovanni simeone,G9,0.1078
matias soule,G9,0.1078
morten thorsby,G9,0.1078
fikayo tomori,G9,0.1078
mattia zaccagni,G9,0.1078
federico gatti,G9,0.1073
francesco acerbi,G9,0.1073
josip brekalo,G9,0.1073
valentin castellanos,G9,0.1073
milan djuric,G9,0.1073
sead kolasinac,G9,0.1073
nahitan nandez,G9,0.1073
matteo pessina,G9,0.1073
reinier,G9,0.1073
valentin carboni,G9,0.1073
jovane cabral,G9,0.1013
federico dimarco,G9,0.1013
roberto gagliardini,G9,0.1013
armand lauriente,G9,0.1013
remi oudin,G9,0.1013
mario pasalic,G9,0.1013
simone romagnoli,G9,0.1013
lorenzo colombo,G9,0.0928
gianluca gaetano,G9,0.0928
lorenzo pellegrini,G9,0.0928
lorenzo lucca,G9,0.0928
m'bala nzola,G9,0.0928
nehuen perez,G9,0.0928
leo ostigard,G9,0.0928
luca mazzitelli,G9,0.09
pontus almqvist,G9,0.0786
cristiano biraghi,G9,0.0786
davide biraschi,G9,0.0786
federico bonazzoli,G9,0.0786
danilo,G9,0.0786
charles de ketelaere,G9,0.0786
federico di francesco,G9,0.0786
giovanni di lorenzo,G9,0.0786
boulaye dia,G9,0.0786
ondrej duda,G9,0.0786
alfred duncan,G9,0.0786
giovanni fabbian,G9,0.0786
lewis ferguson,G9,0.0786
theo hernandez,G9,0.0786
daichi kamada,G9,0.0786
rolando mandragora,G9,0.0786
ilario monterisi,G9,0.0786
adrien rabiot,G9,0.0786
hamza rafia,G9,0.0786
perr schuurs,G9,0.0786
leonardo spinazzola,G9,0.0786
gabriel strefezza,G9,0.0786
nadir zortea,G9,0.0786
alessandro bastoni,G9,0.0486
andrea carboni,G9,0.0486
tammy abraham,G9,0.0486
yacine adli,G9,0.0486
alex sandro,G9,0.0486
amir rrahmani,G9,0.0486
marko arnautovic,G9,0.0486
arthur,G9,0.0486
kristjan asllani,G9,0.0486
tommaso augello,G9,0.0486
sardar azmoun,G9,0.0486
milan badelj,G9,0.0486
jaime baez,G9,0.0486
mitchel bakker,G9,0.0486
lameck banda,G9,0.0486
antonin barak,G9,0.0486
nicolo barella,G9,0.0486
raoul bellanova,G9,0.0486
lucas beltran,G9,0.0486
ismael bennacer,G9,0.0486
sam beukema,G9,0.0486
yann aurel bisseck,G9,0.0486
warren bondo,G9,0.0486
gleison bremer,G9,0.0486
marco brescianini,G9,0.0486
tajon buchanan,G9,0.0486
riccardo calafiori,G9,0.0486
luca caldirola,G9,0.0486
nicolo cambiaghi,G9,0.0486
andrea cambiaso,G9,0.0486
matteo cancellieri,G9,0.0486
francesco caputo,G9,0.0486
santiago castro,G9,0.0486
gaetano castrovilli,G9,0.0486
danilo cataldi,G9,0.0486
leonardo cerri,G9,0.0486
samuel chukwueze,G9,0.0486
diego coppola,G9,0.0486
marvin cuni,G9,0.0486
dany mota,G9,0.0486
matteo darmian,G9,0.0486
keinan davis,G9,0.0486
lorenzo de silvestri,G9,0.0486
stefan de vrij,G9,0.0486
gregoire defrel,G9,0.0486
alessandro deiola,G9,0.0486
patrick dorgu,G9,0.0486
alberto dossena,G9,0.0486
radu dragusin,G9,0.0486
caleb ekuban,G9,0.0486
oussama el azzouzi,G9,0.0486
stephan el shaarawy,G9,0.0486
eljif elmas,G9,0.0486
martin erlic,G9,0.0486
federico fazio,G9,0.0486
jacopo fazzini,G9,0.0486
felipe anderson,G9,0.0486
gian marco ferrari,G9,0.0486
alessandro florenzi,G9,0.0486
michael folorunsho,G9,0.0486
morten frendrup,G9,0.0486
remo freuler,G9,0.0486
matteo gabbia,G9,0.0486
valentin gendrey,G9,0.0486
lautaro gianetti,G9,0.0486
matteo guendouzi,G9,0.0486
emmanuel quartsin gyasi,G9,0.0486
thomas henry,G9,0.0486
emil holm,G9,0.0486
dean huijsen,G9,0.0486
chukwubuikem ikwuemesi,G9,0.0486
ivan ilic,G9,0.0486
samuel iling-junior,G9,0.0486
gustav isaksen,G9,0.0486
jakub jankto,G9,0.0486
luka jovic,G9,0.0486
juan jesus,G9,0.0486
christian kabasele,G9,0.0486
kaio jorge,G9,0.0486
hassane kamara,G9,0.0486
grigoris kastanos,G9,0.0486
michael kayode,G9,0.0486
kingstone mutandwa,G9,0.0486
viktor kovalenko,G9,0.0486
luca ranieri,G9,0.0486
gianluca lapadula,G9,0.0486
darko lazovic,G9,0.0486
diego llorente,G9,0.0486
manuel locatelli,G9,0.0486
sandi lovric,G9,0.0486
luca pellegrini,G9,0.0486
sebastiano luperto,G9,0.0486
charalambos lykogiannis,G9,0.0486
giulio maggiore,G9,0.0486
daniel maldini,G9,0.0486
ruslan malinovsky,G9,0.0486
mirko maric,G9,0.0486
agustin martegani,G9,0.0486
adam marusic,G9,0.0486
matheus henrique,G9,0.0486
mathias olivera,G9,0.0486
yerry mina,G9,0.0486
aleksey miranchuk,G9,0.0486
fabio miretti,G9,0.0486
nikola moro,G9,0.0486
luis muriel,G9,0.0486
dan ndoye,G9,0.0486
m'baye niang,G9,0.0486
tijjani noslin,G9,0.0486
jens odgaard,G9,0.0486
gaetano oristanio,G9,0.0486
leandro paredes,G9,0.0486
patric,G9,0.0486
leonardo pavoletti,G9,0.0486
martin payero,G9,0.0486
pedro rodriguez,G9,0.0486
pietro pellegri,G9,0.0486
roberto pereyra,G9,0.0486
andrea petagna,G9,0.0486
roberto piccoli,G9,0.0486
niccolo pierozzi,G9,0.0486
stefan posch,G9,0.0486
matteo prati,G9,0.0486
rasmus kristensen,G9,0.0486
uros racic,G9,0.0486
ylber ramadani,G9,0.0486
tijjani reijnders,G9,0.0486
samuele ricci,G9,0.0486
ricardo rodriguez,G9,0.0486
daniele rugani,G9,0.0486
simone bastoni,G9,0.0486
alexis saelemaekers,G9,0.0486
junior sambia,G9,0.0486
antonio sanabria,G9,0.0486
alexis sanchez,G9,0.0486
nicola sansone,G9,0.0486
zanos savva,G9,0.0486
giorgio scalvini,G9,0.0486
eldor shomurodov,G9,0.0486
jan-carlo simic,G9,0.0486
simy,G9,0.0486
riccardo sottil,G9,0.0486
isaac success,G9,0.0486
ibrahim sulemana,G9,0.0486
tomas suslov,G9,0.0486
karol swiderski,G9,0.0486
loum tchaouna,G9,0.0486
florian thauvin,G9,0.0486
kristian thorstvedt,G9,0.0486
el bilal toure,G9,0.0486
chaka traore,G9,0.0486
johan vasquez,G9,0.0486
nicolas viola,G9,0.0486
mattia viti,G9,0.0486
vitor oliveira,G9,0.0486
nikola vlasic,G9,0.0486
cristian volpato,G9,0.0486
walace,G9,0.0486
shon weissman,G9,0.0486
kenan yildiz,G9,0.0486
gabriele zappa,G9,0.0486
davide zappacosta,G9,0.0486
oier zarraga,G9,0.0486
jordan zemura,G9,0.0486
szymon zurkowski,G9,0.0486
domenico berardi,G10,0.4475
victor osimhen,G10,0.4136
matteo politano,G10,0.3481
lautaro martinez,G10,0.3
nehuen perez,G10,0.2936
romelu lukaku,G10,0.2841
zito luvumbo,G10,0.2841
khvicha kvaratskhelia,G10,0.2568
mateo retegui,G10,0.2491
giacomo bonaventura,G10,0.2403
nikola krstovic,G10,0.2364
nicolas gonzalez,G10,0.2364
christian pulisic,G10,0.2364
ademola lookman,G10,0.2218
albert gudmundsson,G10,0.1945
noah okafor,G10,0.1945
federico chiesa,G10,0.189
andrea pinamonti,G10,0.189
ederson,G10,0.1818
andrea colpani,G10,0.1719
rafael leao,G10,0.1618
hakan calhanoglu,G10,0.1591
luis alberto,G10,0.1591
marcus thuram,G10,0.1591
olivier giroud,G10,0.1576
dusan vlahovic,G10,0.1576
arkadiusz milik,G10,0.1575
matias vecino,G10,0.1575
matias soule,G10,0.1522
andrea belotti,G10,0.1446
luca mazzitelli,G10,0.1446
ciro immobile,G10,0.1345
lucas martinez quarta,G10,0.1345
duvan zapata,G10,0.1345
boulaye dia,G10,0.1318
lewis ferguson,G10,0.1318
nemanja radonjicc,G10,0.1304
denzel dumfries,G10,0.1258
teun koopmeiners,G10,0.1258
lazar samardzic,G10,0.1258
piotr zielinski,G10,0.1258
houssem aouar,G10,0.1173
joshua zirkzee,G10,0.1173
riccardo orsolini,G10,0.1091
jovane cabral,G10,0.1072
federico dimarco,G10,0.1072
roberto gagliardini,G10,0.1072
armand lauriente,G10,0.1072
remi oudin,G10,0.1072
mario pasalic,G10,0.1072
simone romagnoli,G10,0.1072
lorenzo colombo,G10,0.1051
gianluca gaetano,G10,0.1051
lorenzo pellegrini,G10,0.1051
lorenzo lucca,G10,0.1051
m'bala nzola,G10,0.1051
leo ostigard,G10,0.1051
francesco caputo,G10,0.1045
lorenzo de silvestri,G10,0.1045
stephan el shaarawy,G10,0.1045
felipe anderson,G10,0.1045
emmanuel quartsin gyasi,G10,0.1045
darko lazovic,G10,0.1045
manuel locatelli,G10,0.1045
nicolas viola,G10,0.1045
antonio candreva,G10,0.1031
paulo dybala,G10,0.1031
abdou harroui,G10,0.1031
henrikh mkhitaryan,G10,0.1031
cyril ngonge,G10,0.1031
gianluca scamacca,G10,0.1031
nedim bajrami,G10,0.0986
tommaso baldanzi,G10,0.0986
jonathan ikone,G10,0.0986
ruben loftus-cheek,G10,0.0986
junior messias,G10,0.0986
giovanni simeone,G10,0.0986
morten thorsby,G10,0.0986
fikayo tomori,G10,0.0986
mattia zaccagni,G10,0.0986
federico gatti,G10,0.0901
francesco acerbi,G10,0.0901
josip brekalo,G10,0.0901
valentin castellanos,G10,0.0901
milan djuric,G10,0.0901
sead kolasinac,G10,0.0901
nahitan nandez,G10,0.0901
matteo pessina,G10,0.0901
reinier,G10,0.0901
valentin carboni,G10,0.0901
pontus almqvist,G10,0.0758
mattia bani,G10,0.0758
cristiano biraghi,G10,0.0758
davide biraschi,G10,0.0758
federico bonazzoli,G10,0.0758
alessandro buongiorno,G10,0.0758
walid cheddira,G10,0.0758
bryan cristante,G10,0.0758
danilo,G10,0.0758
charles de ketelaere,G10,0.0758
federico di francesco,G10,0.0758
giovanni di lorenzo,G10,0.0758
ondrej duda,G10,0.0758
alfred duncan,G10,0.0758
giovanni fabbian,G10,0.0758
davide frattesi,G10,0.0758
theo hernandez,G10,0.0758
daichi kamada,G10,0.0758
christian kouame,G10,0.0758
pol lirola,G10,0.0758
gianluca mancini,G10,0.0758
rolando mandragora,G10,0.0758
