Giocatore,Giornata,Pred_Gol_Pesata
ibrahim sulemana,G30,0.0616
tomas suslov,G30,0.0616
morten thorsby,G30,0.0616
el bilal toure,G30,0.0616
chaka traore,G30,0.0616
cristian volpato,G30,0.0616
shon weissman,G30,0.0616
kenan yildiz,G30,0.0616
gabriele zappa,G30,0.0616
nadir zortea,G30,0.0616
leo ostigard,G30,0.0616
tammy abraham,G30,0.0486
alex sandro,G30,0.0486
arthur,G30,0.0486
tommaso augello,G30,0.0486
milan badelj,G30,0.0486
ismael bennacer,G30,0.0486
tajon buchanan,G30,0.0486
riccardo calafiori,G30,0.0486
nicolo cambiaghi,G30,0.0486
santiago castro,G30,0.0486
gaetano castrovilli,G30,0.0486
leonardo cerri,G30,0.0486
keinan davis,G30,0.0486
gregoire defrel,G30,0.0486
alessandro deiola,G30,0.0486
alessandro florenzi,G30,0.0486
kingstone mutandwa,G30,0.0486
charalambos lykogiannis,G30,0.0486
adam marusic,G30,0.0486
mathias olivera,G30,0.0486
yerry mina,G30,0.0486
dan ndoye,G30,0.0486
pietro pellegri,G30,0.0486
niccolo pierozzi,G30,0.0486
stefan posch,G30,0.0486
matteo prati,G30,0.0486
ricardo rodriguez,G30,0.0486
junior sambia,G30,0.0486
zanos savva,G30,0.0486
isaac success,G30,0.0486
mattia viti,G30,0.0486
lautaro martinez,G31,0.3778
albert gudmundsson,G31,0.3695
walid cheddira,G31,0.3633
andrea belotti,G31,0.3583
valentin castellanos,G31,0.3322
antonio sanabria,G31,0.3042
dusan vlahovic,G31,0.2734
khvicha kvaratskhelia,G31,0.2704
duvan zapata,G31,0.2617
christian pulisic,G31,0.2447
victor osimhen,G31,0.2234
ademola lookman,G31,0.2203
daniel maldini,G31,0.2141
andrea pinamonti,G31,0.2104
giovanni fabbian,G31,0.2095
riccardo orsolini,G31,0.2077
rafael leao,G31,0.2052
olivier giroud,G31,0.2051
joshua zirkzee,G31,0.2017
lorenzo pellegrini,G31,0.1942
romelu lukaku,G31,0.1887
marcus thuram,G31,0.179
giacomo bonaventura,G31,0.1713
mateo retegui,G31,0.1713
gianluca scamacca,G31,0.1686
nicolas gonzalez,G31,0.1671
federico chiesa,G31,0.1626
paulo dybala,G31,0.1565
lorenzo lucca,G31,0.156
ruben loftus-cheek,G31,0.1555
domenico berardi,G31,0.1529
hakan calhanoglu,G31,0.1529
andrea colpani,G31,0.1529
lewis ferguson,G31,0.1496
zito luvumbo,G31,0.1452
teun koopmeiners,G31,0.1435
federico dimarco,G31,0.1425
luca mazzitelli,G31,0.1399
matias soule,G31,0.1399
noah okafor,G31,0.1365
davide frattesi,G31,0.1321
luis alberto,G31,0.1321
dany mota,G31,0.13
kristian thorstvedt,G31,0.13
florian thauvin,G31,0.1294
theo hernandez,G31,0.128
matteo pessina,G31,0.127
lucas beltran,G31,0.1268
milan djuric,G31,0.1268
ciro immobile,G31,0.1268
cyril ngonge,G31,0.1268
matteo politano,G31,0.1268
alexis sanchez,G31,0.1238
giacomo raspadori,G31,0.1235
m'baye niang,G31,0.1191
houssem aouar,G31,0.1169
michael folorunsho,G31,0.1169
grigoris kastanos,G31,0.1169
rolando mandragora,G31,0.1169
arkadiusz milik,G31,0.1169
aleksey miranchuk,G31,0.1164
mattia zaccagni,G31,0.115
antonio candreva,G31,0.1138
charles de ketelaere,G31,0.1138
ederson,G31,0.1138
luka jovic,G31,0.1138
nikola krstovic,G31,0.1138
mario pasalic,G31,0.1138
leandro paredes,G31,0.1104
mattia bani,G31,0.106
marco brescianini,G31,0.106
daniele rugani,G31,0.106
yann aurel bisseck,G31,0.1039
andrea cambiaso,G31,0.1039
luca ranieri,G31,0.1039
gianluca lapadula,G31,0.1039
giulio maggiore,G31,0.1039
oier zarraga,G31,0.1039
federico bonazzoli,G31,0.1033
alfred duncan,G31,0.1033
reinier,G31,0.1033
alexis saelemaekers,G31,0.1033
ibrahim sulemana,G31,0.1033
nikola vlasic,G31,0.1019
lucas martinez quarta,G31,0.1007
adrien rabiot,G31,0.1007
szymon zurkowski,G31,0.1007
loum tchaouna,G31,0.0974
stefan de vrij,G31,0.093
gian marco ferrari,G31,0.093
remo freuler,G31,0.093
michael kayode,G31,0.093
sebastiano luperto,G31,0.093
simone bastoni,G31,0.093
diego llorente,G31,0.0908
eldor shomurodov,G31,0.0908
vitor oliveira,G31,0.0908
gregoire defrel,G31,0.0903
charalambos lykogiannis,G31,0.0903
adam marusic,G31,0.0903
matteo darmian,G31,0.0889
pol lirola,G31,0.0889
tijjani noslin,G31,0.0889
federico gatti,G31,0.0877
alessandro buongiorno,G31,0.0877
matteo cancellieri,G31,0.0877
lorenzo colombo,G31,0.0877
boulaye dia,G31,0.0877
denzel dumfries,G31,0.0877
stephan el shaarawy,G31,0.0877
felipe anderson,G31,0.0877
abdou harroui,G31,0.0877
thomas henry,G31,0.0877
kaio jorge,G31,0.0877
ruslan malinovsky,G31,0.0877
gianluca mancini,G31,0.0877
remi oudin,G31,0.0877
roberto pereyra,G31,0.0877
roberto piccoli,G31,0.0877
nemanja radonjicc,G31,0.0877
lazar samardzic,G31,0.0877
fikayo tomori,G31,0.0877
valentin carboni,G31,0.0877
matias vecino,G31,0.0877
nicolas viola,G31,0.0877
andrea carboni,G31,0.0843
kristjan asllani,G31,0.0843
jakub jankto,G31,0.0843
hassane kamara,G31,0.0843
karol swiderski,G31,0.0843
johan vasquez,G31,0.0843
samuel chukwueze,G31,0.0758
juan jesus,G31,0.0758
giorgio scalvini,G31,0.0758
francesco acerbi,G31,0.0746
pontus almqvist,G31,0.0746
amir rrahmani,G31,0.0746
marko arnautovic,G31,0.0746
sardar azmoun,G31,0.0746
tommaso baldanzi,G31,0.0746
lameck banda,G31,0.0746
nicolo barella,G31,0.0746
gleison bremer,G31,0.0746
francesco caputo,G31,0.0746
lorenzo de silvestri,G31,0.0746
alberto dossena,G31,0.0746
radu dragusin,G31,0.0746
caleb ekuban,G31,0.0746
eljif elmas,G31,0.0746
matteo guendouzi,G31,0.0746
dean huijsen,G31,0.0746
jonathan ikone,G31,0.0746
ivan ilic,G31,0.0746
gustav isaksen,G31,0.0746
matheus henrique,G31,0.0746
henrikh mkhitaryan,G31,0.0746
ilario monterisi,G31,0.0746
luis muriel,G31,0.0746
m'bala nzola,G31,0.0746
jens odgaard,G31,0.0746
leonardo pavoletti,G31,0.0746
nehuen perez,G31,0.0746
tijjani reijnders,G31,0.0746
walace,G31,0.0746
davide zappacosta,G31,0.0746
piotr zielinski,G31,0.0746
gianluca gaetano,G31,0.0652
alessandro bastoni,G31,0.0616
yacine adli,G31,0.0616
jaime baez,G31,0.0616
nedim bajrami,G31,0.0616
mitchel bakker,G31,0.0616
antonin barak,G31,0.0616
raoul bellanova,G31,0.0616
sam beukema,G31,0.0616
cristiano biraghi,G31,0.0616
davide biraschi,G31,0.0616
warren bondo,G31,0.0616
josip brekalo,G31,0.0616
jovane cabral,G31,0.0616
luca caldirola,G31,0.0616
danilo cataldi,G31,0.0616
diego coppola,G31,0.0616
bryan cristante,G31,0.0616
marvin cuni,G31,0.0616
danilo,G31,0.0616
federico di francesco,G31,0.0616
giovanni di lorenzo,G31,0.0616
patrick dorgu,G31,0.0616
ondrej duda,G31,0.0616
oussama el azzouzi,G31,0.0616
martin erlic,G31,0.0616
federico fazio,G31,0.0616
jacopo fazzini,G31,0.0616
morten frendrup,G31,0.0616
matteo gabbia,G31,0.0616
roberto gagliardini,G31,0.0616
valentin gendrey,G31,0.0616
lautaro gianetti,G31,0.0616
emmanuel quartsin gyasi,G31,0.0616
emil holm,G31,0.0616
chukwubuikem ikwuemesi,G31,0.0616
samuel iling-junior,G31,0.0616
christian kabasele,G31,0.0616
daichi kamada,G31,0.0616
sead kolasinac,G31,0.0616
christian kouame,G31,0.0616
viktor kovalenko,G31,0.0616
armand lauriente,G31,0.0616
darko lazovic,G31,0.0616
manuel locatelli,G31,0.0616
sandi lovric,G31,0.0616
luca pellegrini,G31,0.0616
mirko maric,G31,0.0616
agustin martegani,G31,0.0616
junior messias,G31,0.0616
fabio miretti,G31,0.0616
nikola moro,G31,0.0616
nahitan nandez,G31,0.0616
gaetano oristanio,G31,0.0616
patric,G31,0.0616
martin payero,G31,0.0616
pedro rodriguez,G31,0.0616
andrea petagna,G31,0.0616
rasmus kristensen,G31,0.0616
uros racic,G31,0.0616
hamza rafia,G31,0.0616
ylber ramadani,G31,0.0616
renato sanches,G31,0.0616
samuele ricci,G31,0.0616
simone romagnoli,G31,0.0616
nicola sansone,G31,0.0616
perr schuurs,G31,0.0616
giovanni simeone,G31,0.0616
jan-carlo simic,G31,0.0616
simy,G31,0.0616
riccardo sottil,G31,0.0616
leonardo spinazzola,G31,0.0616
gabriel strefezza,G31,0.0616
tomas suslov,G31,0.0616
morten thorsby,G31,0.0616
el bilal toure,G31,0.0616
chaka traore,G31,0.0616
cristian volpato,G31,0.0616
shon weissman,G31,0.0616
kenan yildiz,G31,0.0616
gabriele zappa,G31,0.0616
jordan zemura,G31,0.0616
nadir zortea,G31,0.0616
leo ostigard,G31,0.0616
tammy abraham,G31,0.0486
alex sandro,G31,0.0486
arthur,G31,0.0486
tommaso augello,G31,0.0486
milan badelj,G31,0.0486
ismael bennacer,G31,0.0486
tajon buchanan,G31,0.0486
riccardo calafiori,G31,0.0486
nicolo cambiaghi,G31,0.0486
santiago castro,G31,0.0486
gaetano castrovilli,G31,0.0486
leonardo cerri,G31,0.0486
keinan davis,G31,0.0486
alessandro deiola,G31,0.0486
alessandro florenzi,G31,0.0486
kingstone mutandwa,G31,0.0486
mathias olivera,G31,0.0486
yerry mina,G31,0.0486
dan ndoye,G31,0.0486
pietro pellegri,G31,0.0486
niccolo pierozzi,G31,0.0486
stefan posch,G31,0.0486
matteo prati,G31,0.0486
ricardo rodriguez,G31,0.0486
junior sambia,G31,0.0486
zanos savva,G31,0.0486
isaac success,G31,0.0486
mattia viti,G31,0.0486
lautaro martinez,G32,0.3486
christian pulisic,G32,0.3404
albert gudmundsson,G32,0.3185
khvicha kvaratskhelia,G32,0.2832
olivier giroud,G32,0.2468
dusan vlahovic,G32,0.2442
paulo dybala,G32,0.2365
victor osimhen,G32,0.2338
joshua zirkzee,G32,0.2104
giacomo raspadori,G32,0.2052
gianluca scamacca,G32,0.2043
romelu lukaku,G32,0.1973
hakan calhanoglu,G32,0.1947
andrea colpani,G32,0.1947
riccardo orsolini,G32,0.1932
nicolas gonzalez,G32,0.1821
ademola lookman,G32,0.1792
daniel maldini,G32,0.1791
andrea pinamonti,G32,0.179
marcus thuram,G32,0.179
rafael leao,G32,0.1783
federico chiesa,G32,0.1713
milan djuric,G32,0.1686
matteo politano,G32,0.1686
antonio sanabria,G32,0.1682
gianluca gaetano,G32,0.1586
lewis ferguson,G32,0.1582
alexis sanchez,G32,0.1573
duvan zapata,G32,0.1565
giovanni fabbian,G32,0.156
antonio candreva,G32,0.1555
lorenzo pellegrini,G32,0.1531
domenico berardi,G32,0.1529
lorenzo lucca,G32,0.1496
noah okafor,G32,0.1452
teun koopmeiners,G32,0.1435
theo hernandez,G32,0.143
davide frattesi,G32,0.1425
ruben loftus-cheek,G32,0.141
giacomo bonaventura,G32,0.1399
luca mazzitelli,G32,0.1399
mateo retegui,G32,0.1399
matias soule,G32,0.1399
federico bonazzoli,G32,0.1391
giulio maggiore,G32,0.1368
matteo pessina,G32,0.1365
mattia zaccagni,G32,0.13
federico gatti,G32,0.1294
matteo cancellieri,G32,0.1294
gianluca mancini,G32,0.1294
m'baye niang,G32,0.1294
lazar samardzic,G32,0.1294
nicolas viola,G32,0.1294
federico dimarco,G32,0.128
lucas beltran,G32,0.1268
ciro immobile,G32,0.1268
cyril ngonge,G32,0.1268
dany mota,G32,0.1235
kristian thorstvedt,G32,0.1235
leandro paredes,G32,0.1191
nikola vlasic,G32,0.1169
caleb ekuban,G32,0.1164
piotr zielinski,G32,0.1164
florian thauvin,G32,0.115
walid cheddira,G32,0.1139
charles de ketelaere,G32,0.1138
ederson,G32,0.1138
luka jovic,G32,0.1138
nikola krstovic,G32,0.1138
zito luvumbo,G32,0.1138
mario pasalic,G32,0.1138
houssem aouar,G32,0.1104
michael folorunsho,G32,0.1104
grigoris kastanos,G32,0.1104
rolando mandragora,G32,0.1104
arkadiusz milik,G32,0.1104
loum tchaouna,G32,0.106
matteo darmian,G32,0.1039
pol lirola,G32,0.1039
tijjani noslin,G32,0.1039
nedim bajrami,G32,0.1033
armand lauriente,G32,0.1033
aleksey miranchuk,G32,0.1019
luis alberto,G32,0.1007
lucas martinez quarta,G32,0.1007
adrien rabiot,G32,0.1007
szymon zurkowski,G32,0.1007
yann aurel bisseck,G32,0.0974
andrea cambiaso,G32,0.0974
luca ranieri,G32,0.0974
gianluca lapadula,G32,0.0974
oier zarraga,G32,0.0974
andrea carboni,G32,0.093
kristjan asllani,G32,0.093
jakub jankto,G32,0.093
hassane kamara,G32,0.093
karol swiderski,G32,0.093
johan vasquez,G32,0.093
samuel chukwueze,G32,0.0908
juan jesus,G32,0.0908
giorgio scalvini,G32,0.0908
tommaso augello,G32,0.0903
nicolo cambiaghi,G32,0.0903
alfred duncan,G32,0.0889
reinier,G32,0.0889
alexis saelemaekers,G32,0.0889
ibrahim sulemana,G32,0.0889
alessandro buongiorno,G32,0.0877
lorenzo colombo,G32,0.0877
boulaye dia,G32,0.0877
denzel dumfries,G32,0.0877
stephan el shaarawy,G32,0.0877
felipe anderson,G32,0.0877
abdou harroui,G32,0.0877
thomas henry,G32,0.0877
kaio jorge,G32,0.0877
ruslan malinovsky,G32,0.0877
remi oudin,G32,0.0877
roberto pereyra,G32,0.0877
roberto piccoli,G32,0.0877
nemanja radonjicc,G32,0.0877
fikayo tomori,G32,0.0877
valentin carboni,G32,0.0877
matias vecino,G32,0.0877
diego llorente,G32,0.0843
eldor shomurodov,G32,0.0843
vitor oliveira,G32,0.0843
andrea belotti,G32,0.0783
gregoire defrel,G32,0.0758
charalambos lykogiannis,G32,0.0758
adam marusic,G32,0.0758
francesco acerbi,G32,0.0746
pontus almqvist,G32,0.0746
amir rrahmani,G32,0.0746
marko arnautovic,G32,0.0746
sardar azmoun,G32,0.0746
tommaso baldanzi,G32,0.0746
lameck banda,G32,0.0746
mattia bani,G32,0.0746
nicolo barella,G32,0.0746
gleison bremer,G32,0.0746
marco brescianini,G32,0.0746
francesco caputo,G32,0.0746
lorenzo de silvestri,G32,0.0746
alberto dossena,G32,0.0746
radu dragusin,G32,0.0746
eljif elmas,G32,0.0746
matteo guendouzi,G32,0.0746
dean huijsen,G32,0.0746
jonathan ikone,G32,0.0746
ivan ilic,G32,0.0746
gustav isaksen,G32,0.0746
matheus henrique,G32,0.0746
henrikh mkhitaryan,G32,0.0746
ilario monterisi,G32,0.0746
luis muriel,G32,0.0746
m'bala nzola,G32,0.0746
jens odgaard,G32,0.0746
leonardo pavoletti,G32,0.0746
nehuen perez,G32,0.0746
tijjani reijnders,G32,0.0746
daniele rugani,G32,0.0746
walace,G32,0.0746
davide zappacosta,G32,0.0746
alessandro bastoni,G32,0.0616
yacine adli,G32,0.0616
jaime baez,G32,0.0616
mitchel bakker,G32,0.0616
antonin barak,G32,0.0616
raoul bellanova,G32,0.0616
sam beukema,G32,0.0616
cristiano biraghi,G32,0.0616
davide biraschi,G32,0.0616
warren bondo,G32,0.0616
josip brekalo,G32,0.0616
jovane cabral,G32,0.0616
luca caldirola,G32,0.0616
danilo cataldi,G32,0.0616
diego coppola,G32,0.0616
bryan cristante,G32,0.0616
marvin cuni,G32,0.0616
danilo,G32,0.0616
stefan de vrij,G32,0.0616
federico di francesco,G32,0.0616
giovanni di lorenzo,G32,0.0616
patrick dorgu,G32,0.0616
ondrej duda,G32,0.0616
oussama el azzouzi,G32,0.0616
martin erlic,G32,0.0616
federico fazio,G32,0.0616
jacopo fazzini,G32,0.0616
gian marco ferrari,G32,0.0616
morten frendrup,G32,0.0616
remo freuler,G32,0.0616
matteo gabbia,G32,0.0616
roberto gagliardini,G32,0.0616
valentin gendrey,G32,0.0616
lautaro gianetti,G32,0.0616
emmanuel quartsin gyasi,G32,0.0616
emil holm,G32,0.0616
chukwubuikem ikwuemesi,G32,0.0616
samuel iling-junior,G32,0.0616
christian kabasele,G32,0.0616
daichi kamada,G32,0.0616
michael kayode,G32,0.0616
sead kolasinac,G32,0.0616
christian kouame,G32,0.0616
viktor kovalenko,G32,0.0616
darko lazovic,G32,0.0616
manuel locatelli,G32,0.0616
sandi lovric,G32,0.0616
luca pellegrini,G32,0.0616
sebastiano luperto,G32,0.0616
mirko maric,G32,0.0616
agustin martegani,G32,0.0616
junior messias,G32,0.0616
fabio miretti,G32,0.0616
nikola moro,G32,0.0616
nahitan nandez,G32,0.0616
gaetano oristanio,G32,0.0616
patric,G32,0.0616
martin payero,G32,0.0616
pedro rodriguez,G32,0.0616
andrea petagna,G32,0.0616
rasmus kristensen,G32,0.0616
uros racic,G32,0.0616
hamza rafia,G32,0.0616
ylber ramadani,G32,0.0616
renato sanches,G32,0.0616
samuele ricci,G32,0.0616
simone romagnoli,G32,0.0616
simone bastoni,G32,0.0616
nicola sansone,G32,0.0616
perr schuurs,G32,0.0616
giovanni simeone,G32,0.0616
jan-carlo simic,G32,0.0616
simy,G32,0.0616
riccardo sottil,G32,0.0616
leonardo spinazzola,G32,0.0616
gabriel strefezza,G32,0.0616
tomas suslov,G32,0.0616
morten thorsby,G32,0.0616
el bilal toure,G32,0.0616
chaka traore,G32,0.0616
cristian volpato,G32,0.0616
shon weissman,G32,0.0616
kenan yildiz,G32,0.0616
gabriele zappa,G32,0.0616
jordan zemura,G32,0.0616
nadir zortea,G32,0.0616
leo ostigard,G32,0.0616
valentin castellanos,G32,0.0522
tammy abraham,G32,0.0486
alex sandro,G32,0.0486
arthur,G32,0.0486
milan badelj,G32,0.0486
ismael bennacer,G32,0.0486
tajon buchanan,G32,0.0486
riccardo calafiori,G32,0.0486
santiago castro,G32,0.0486
gaetano castrovilli,G32,0.0486
leonardo cerri,G32,0.0486
keinan davis,G32,0.0486
alessandro deiola,G32,0.0486
alessandro florenzi,G32,0.0486
kingstone mutandwa,G32,0.0486
mathias olivera,G32,0.0486
yerry mina,G32,0.0486
dan ndoye,G32,0.0486
pietro pellegri,G32,0.0486
niccolo pierozzi,G32,0.0486
stefan posch,G32,0.0486
matteo prati,G32,0.0486
ricardo rodriguez,G32,0.0486
junior sambia,G32,0.0486
zanos savva,G32,0.0486
isaac success,G32,0.0486
mattia viti,G32,0.0486
christian pulisic,G33,0.4415
lautaro martinez,G33,0.3486
victor osimhen,G33,0.2696
teun koopmeiners,G33,0.2601
walid cheddira,G33,0.2533
dusan vlahovic,G33,0.2442
olivier giroud,G33,0.2323
hakan calhanoglu,G33,0.2304
andrea pinamonti,G33,0.2207
marcus thuram,G33,0.2207
khvicha kvaratskhelia,G33,0.2104
riccardo orsolini,G33,0.2082
romelu lukaku,G33,0.2077
paulo dybala,G33,0.2051
matteo politano,G33,0.2043
daniel maldini,G33,0.1919
ademola lookman,G33,0.1887
andrea colpani,G33,0.1802
joshua zirkzee,G33,0.179
nicolas gonzalez,G33,0.1756
andrea belotti,G33,0.1716
giulio maggiore,G33,0.1704
federico bonazzoli,G33,0.1664
eldor shomurodov,G33,0.1661
nicolas viola,G33,0.1652
lorenzo pellegrini,G33,0.1626
lorenzo lucca,G33,0.1582
albert gudmundsson,G33,0.1565
duvan zapata,G33,0.1565
ruben loftus-cheek,G33,0.156
ederson,G33,0.1555
luka jovic,G33,0.1555
noah okafor,G33,0.1555
milan djuric,G33,0.1541
domenico berardi,G33,0.1529
giovanni fabbian,G33,0.1496
valentin castellanos,G33,0.1455
matteo pessina,G33,0.1452
federico dimarco,G33,0.143
gianluca gaetano,G33,0.143
antonio candreva,G33,0.141
giacomo bonaventura,G33,0.1399
federico chiesa,G33,0.1399
luca mazzitelli,G33,0.1399
mateo retegui,G33,0.1399
matias soule,G33,0.1399
tijjani noslin,G33,0.1368
theo hernandez,G33,0.1365
dany mota,G33,0.1321
kristian thorstvedt,G33,0.1321
florian thauvin,G33,0.13
felipe anderson,G33,0.1294
roberto pereyra,G33,0.1294
matias vecino,G33,0.1294
davide frattesi,G33,0.128
giacomo raspadori,G33,0.128
antonio sanabria,G33,0.127
lucas beltran,G33,0.1268
lewis ferguson,G33,0.1268
ciro immobile,G33,0.1268
cyril ngonge,G33,0.1268
mattia zaccagni,G33,0.1235
houssem aouar,G33,0.1191
michael folorunsho,G33,0.1191
grigoris kastanos,G33,0.1191
rolando mandragora,G33,0.1191
arkadiusz milik,G33,0.1191
gianluca scamacca,G33,0.1174
aleksey miranchuk,G33,0.1169
jonathan ikone,G33,0.1164
gustav isaksen,G33,0.1164
loum tchaouna,G33,0.1164
federico gatti,G33,0.115
matteo cancellieri,G33,0.115
gianluca mancini,G33,0.115
m'baye niang,G33,0.115
lazar samardzic,G33,0.115
charles de ketelaere,G33,0.1138
nikola krstovic,G33,0.1138
zito luvumbo,G33,0.1138
mario pasalic,G33,0.1138
nikola vlasic,G33,0.1104
yann aurel bisseck,G33,0.106
andrea cambiaso,G33,0.106
luca ranieri,G33,0.106
gianluca lapadula,G33,0.106
oier zarraga,G33,0.106
alfred duncan,G33,0.1039
reinier,G33,0.1039
alexis saelemaekers,G33,0.1039
alexis sanchez,G33,0.1039
ibrahim sulemana,G33,0.1039
darko lazovic,G33,0.1033
nicola sansone,G33,0.1033
caleb ekuban,G33,0.1019
piotr zielinski,G33,0.1019
luis alberto,G33,0.1007
lucas martinez quarta,G33,0.1007
adrien rabiot,G33,0.1007
szymon zurkowski,G33,0.1007
matteo darmian,G33,0.0974
pol lirola,G33,0.0974
diego llorente,G33,0.093
vitor oliveira,G33,0.093
rafael leao,G33,0.0913
gregoire defrel,G33,0.0908
charalambos lykogiannis,G33,0.0908
adam marusic,G33,0.0908
nedim bajrami,G33,0.0889
alessandro buongiorno,G33,0.0877
lorenzo colombo,G33,0.0877
boulaye dia,G33,0.0877
denzel dumfries,G33,0.0877
stephan el shaarawy,G33,0.0877
abdou harroui,G33,0.0877
thomas henry,G33,0.0877
kaio jorge,G33,0.0877
ruslan malinovsky,G33,0.0877
remi oudin,G33,0.0877
leandro paredes,G33,0.0877
roberto piccoli,G33,0.0877
nemanja radonjicc,G33,0.0877
fikayo tomori,G33,0.0877
valentin carboni,G33,0.0877
samuel chukwueze,G33,0.0843
juan jesus,G33,0.0843
giorgio scalvini,G33,0.0843
tommaso augello,G33,0.0758
nicolo cambiaghi,G33,0.0758
francesco acerbi,G33,0.0746
pontus almqvist,G33,0.0746
amir rrahmani,G33,0.0746
marko arnautovic,G33,0.0746
sardar azmoun,G33,0.0746
tommaso baldanzi,G33,0.0746
lameck banda,G33,0.0746
mattia bani,G33,0.0746
nicolo barella,G33,0.0746
gleison bremer,G33,0.0746
marco brescianini,G33,0.0746
francesco caputo,G33,0.0746
lorenzo de silvestri,G33,0.0746
alberto dossena,G33,0.0746
radu dragusin,G33,0.0746
eljif elmas,G33,0.0746
matteo guendouzi,G33,0.0746
dean huijsen,G33,0.0746
ivan ilic,G33,0.0746
matheus henrique,G33,0.0746
henrikh mkhitaryan,G33,0.0746
ilario monterisi,G33,0.0746
luis muriel,G33,0.0746
m'bala nzola,G33,0.0746
jens odgaard,G33,0.0746
leonardo pavoletti,G33,0.0746
nehuen perez,G33,0.0746
tijjani reijnders,G33,0.0746
daniele rugani,G33,0.0746
walace,G33,0.0746
davide zappacosta,G33,0.0746
alessandro bastoni,G33,0.0616
andrea carboni,G33,0.0616
yacine adli,G33,0.0616
kristjan asllani,G33,0.0616
jaime baez,G33,0.0616
mitchel bakker,G33,0.0616
antonin barak,G33,0.0616
raoul bellanova,G33,0.0616
sam beukema,G33,0.0616
cristiano biraghi,G33,0.0616
davide biraschi,G33,0.0616
warren bondo,G33,0.0616
josip brekalo,G33,0.0616
jovane cabral,G33,0.0616
luca caldirola,G33,0.0616
danilo cataldi,G33,0.0616
diego coppola,G33,0.0616
bryan cristante,G33,0.0616
marvin cuni,G33,0.0616
danilo,G33,0.0616
stefan de vrij,G33,0.0616
federico di francesco,G33,0.0616
giovanni di lorenzo,G33,0.0616
patrick dorgu,G33,0.0616
ondrej duda,G33,0.0616
oussama el azzouzi,G33,0.0616
martin erlic,G33,0.0616
federico fazio,G33,0.0616
jacopo fazzini,G33,0.0616
gian marco ferrari,G33,0.0616
morten frendrup,G33,0.0616
remo freuler,G33,0.0616
matteo gabbia,G33,0.0616
roberto gagliardini,G33,0.0616
valentin gendrey,G33,0.0616
lautaro gianetti,G33,0.0616
emmanuel quartsin gyasi,G33,0.0616
emil holm,G33,0.0616
chukwubuikem ikwuemesi,G33,0.0616
samuel iling-junior,G33,0.0616
jakub jankto,G33,0.0616
christian kabasele,G33,0.0616
daichi kamada,G33,0.0616
hassane kamara,G33,0.0616
michael kayode,G33,0.0616
sead kolasinac,G33,0.0616
christian kouame,G33,0.0616
viktor kovalenko,G33,0.0616
manuel locatelli,G33,0.0616
sandi lovric,G33,0.0616
luca pellegrini,G33,0.0616
sebastiano luperto,G33,0.0616
mirko maric,G33,0.0616
agustin martegani,G33,0.0616
junior messias,G33,0.0616
fabio miretti,G33,0.0616
nikola moro,G33,0.0616
nahitan nandez,G33,0.0616
gaetano oristanio,G33,0.0616
patric,G33,0.0616
martin payero,G33,0.0616
pedro rodriguez,G33,0.0616
andrea petagna,G33,0.0616
rasmus kristensen,G33,0.0616
uros racic,G33,0.0616
hamza rafia,G33,0.0616
ylber ramadani,G33,0.0616
renato sanches,G33,0.0616
samuele ricci,G33,0.0616
simone romagnoli,G33,0.0616
simone bastoni,G33,0.0616
perr schuurs,G33,0.0616
giovanni simeone,G33,0.0616
jan-carlo simic,G33,0.0616
simy,G33,0.0616
riccardo sottil,G33,0.0616
leonardo spinazzola,G33,0.0616
gabriel strefezza,G33,0.0616
tomas suslov,G33,0.0616
karol swiderski,G33,0.0616
morten thorsby,G33,0.0616
el bilal toure,G33,0.0616
chaka traore,G33,0.0616
johan vasquez,G33,0.0616
cristian volpato,G33,0.0616
shon weissman,G33,0.0616
kenan yildiz,G33,0.0616
gabriele zappa,G33,0.0616
jordan zemura,G33,0.0616
nadir zortea,G33,0.0616
leo ostigard,G33,0.0616
armand lauriente,G33,0.0522
tammy abraham,G33,0.0486
alex sandro,G33,0.0486
arthur,G33,0.0486
milan badelj,G33,0.0486
ismael bennacer,G33,0.0486
tajon buchanan,G33,0.0486
riccardo calafiori,G33,0.0486
santiago castro,G33,0.0486
gaetano castrovilli,G33,0.0486
leonardo cerri,G33,0.0486
keinan davis,G33,0.0486
alessandro deiola,G33,0.0486
alessandro florenzi,G33,0.0486
kingstone mutandwa,G33,0.0486
mathias olivera,G33,0.0486
yerry mina,G33,0.0486
dan ndoye,G33,0.0486
pietro pellegri,G33,0.0486
niccolo pierozzi,G33,0.0486
stefan posch,G33,0.0486
matteo prati,G33,0.0486
ricardo rodriguez,G33,0.0486
junior sambia,G33,0.0486
zanos savva,G33,0.0486
isaac success,G33,0.0486
mattia viti,G33,0.0486
albert gudmundsson,G34,0.4065
gianluca scamacca,G34,0.3674
lautaro martinez,G34,0.3486
rafael leao,G34,0.3413
victor osimhen,G34,0.2968
dusan vlahovic,G34,0.286
duvan zapata,G34,0.2732
hakan calhanoglu,G34,0.2577
marcus thuram,G34,0.2565
olivier giroud,G34,0.2473
matteo politano,G34,0.2316
joshua zirkzee,G34,0.2207
teun koopmeiners,G34,0.2148
andrea pinamonti,G34,0.2063
paulo dybala,G34,0.2051
riccardo orsolini,G34,0.2017
ademola lookman,G34,0.1973
andrea colpani,G34,0.1952
romelu lukaku,G34,0.1932
nicolas viola,G34,0.1925
daniel maldini,G34,0.1922
