Giocatore,Giornata,Team,Role,Score,Prob_Gol,Pred_Gol_Pesata
oliver christensen,G9,Fiorentina,P,0.0,0.0,0.0
noah raveyre,G9,AC Milan,P,0.0,0.0,0.0
daniele padelli,G9,Udinese,P,0.0,0.0,0.0
mattia chiesa,G9,Verona,P,0.0,0.0,0.0
carlo pinsoglio,G9,Juventus,P,0.0,0.0,0.0
mihai popa,G9,Torino,P,0.0,0.0,0.0
nikita contini,G9,Napoli,P,0.0,0.0,0.0
simone perilli,G9,Verona,P,0.0,0.0,0.0
marius adamonis,G9,Lazio,P,0.0,0.0,0.0
franz stolz,G9,Genoa,P,0.0,0.0,0.0
gianluca pegolo,G9,Sassuolo,P,0.0,0.0,0.0
giacomo toniolo,G9,Verona,P,0.0,0.0,0.0
simone aresti,G9,Cagliari,P,0.0,0.0,0.0
antonio mirante,G9,AC Milan,P,0.0,0.0,0.0
alexandru borbei,G9,Lecce,P,0.0,0.0,0.0
alessandro berardi,G9,Verona,P,0.0,0.0,0.0
tommaso vannucchi,G9,Fiorentina,P,0.0,0.0,0.0
tommaso martinelli,G9,Fiorentina,P,0.0,0.0,0.0
andrea bartoccioni,G9,AC Milan,P,0.0,0.0,0.0
stefano gori,G9,Monza,P,0.0,0.0,0.0
jasper samooja,G9,Lecce,P,0.0,0.0,0.0
lapo nava,G9,AC Milan,P,0.0,0.0,0.0
hubert idasiak,G9,Napoli,P,0.0,0.0,0.0
lorenzo torriani,G9,AC Milan,P,0.0,0.0,0.0
vanja milinkovic-savic,G10,Torino,P,10.0,0.0,0.0
yann sommer,G10,Inter,P,9.941126241517232,0.0,0.0
wojciech szczesny,G10,Juventus,P,8.7465731877219,0.0,0.0
michele di gregorio,G10,Monza,P,8.336254550357287,0.0,0.0
lukasz skorupski,G10,Bologna,P,8.150195496831603,0.0,0.0
mike maignan,G10,AC Milan,P,7.2239449912363485,0.0,0.0
ivan provedel,G10,Lazio,P,7.020808053570625,0.0,0.0
marco carnesecchi,G10,Atalanta,P,6.906655880634578,0.0,0.0
josep martinez,G10,Genoa,P,6.847332704148128,0.0,0.0
pietro terracciano,G10,Fiorentina,P,6.720596827108893,0.0,0.0
lorenzo montipo,G10,Verona,P,6.697227090917261,0.0,0.0
wladimiro falcone,G10,Lecce,P,6.397465282459216,0.0,0.0
elia caprile,G10,Empoli,P,6.204215540874567,0.0,0.0
rui patricio,G10,Roma,P,5.942654262729764,0.0,0.0
maduka okoye,G10,Udinese,P,5.898611298368613,0.0,0.0
alex meret,G10,Napoli,P,5.569637319671027,0.0,0.0
stefano turati,G10,Frosinone,P,5.078872859646755,0.0,0.0
andrea consigli,G10,Sassuolo,P,4.835737719653049,0.0,0.0
simone scuffet,G10,Cagliari,P,4.832591793627252,0.0,0.0
guillermo ochoa,G10,Salernitana,P,4.0919509235539975,0.0,0.0
juan musso,G10,Atalanta,P,1.6179048132668192,0.0,0.0
mile svilar,G10,Roma,P,1.3482540110556829,0.0,0.0
federico ravaglia,G10,Bologna,P,1.0786032088445463,0.0,0.0
marco silvestri,G10,Udinese,P,1.0786032088445463,0.0,0.0
christos mandas,G10,Lazio,P,1.0786032088445463,0.0,0.0
etrit berisha,G10,Empoli,P,1.0786032088445463,0.0,0.0
boris radunovic,G10,Cagliari,P,0.5393016044222732,0.0,0.0
michele cerofolini,G10,Frosinone,P,0.5393016044222732,0.0,0.0
marco sportiello,G10,AC Milan,P,0.5393016044222732,0.0,0.0
emil audero,G10,Inter,P,0.5393016044222732,0.0,0.0
pierluigi gollini,G10,Napoli,P,0.2696508022111366,0.0,0.0
mattia perin,G10,Juventus,P,0.2696508022111366,0.0,0.0
benoit costil,G10,Salernitana,P,0.2696508022111366,0.0,0.0
lovro stubljar,G10,Empoli,P,0.0,0.0,0.0
luca gemello,G10,Torino,P,0.0,0.0,0.0
luigi sepe,G10,Salernitana,P,0.0,0.0,0.0
francesco rossi,G10,Atalanta,P,0.0,0.0,0.0
samuele perisan,G10,Empoli,P,0.0,0.0,0.0
pietro boer,G10,Roma,P,0.0,0.0,0.0
nicola bagnolini,G10,Bologna,P,0.0,0.0,0.0
michele avella,G10,Frosinone,P,0.0,0.0,0.0
nicola leali,G10,Genoa,P,0.0,0.0,0.0
federico brancolini,G10,Lecce,P,0.0,0.0,0.0
eugenio lamanna,G10,Monza,P,0.0,0.0,0.0
vincenzo fiorillo,G10,Salernitana,P,0.0,0.0,0.0
alessandro sorentino,G10,Monza,P,0.0,0.0,0.0
alessio cragno,G10,Sassuolo,P,0.0,0.0,0.0
alessio furlanetto,G10,Lazio,P,0.0,0.0,0.0
raffaele di gennaro,G10,Inter,P,0.0,0.0,0.0
daniel theiner,G10,Sassuolo,P,0.0,0.0,0.0
pierluigi frattali,G10,Frosinone,P,0.0,0.0,0.0
daniele sommariva,G10,Genoa,P,0.0,0.0,0.0
oliver christensen,G10,Fiorentina,P,0.0,0.0,0.0
noah raveyre,G10,AC Milan,P,0.0,0.0,0.0
daniele padelli,G10,Udinese,P,0.0,0.0,0.0
mattia chiesa,G10,Verona,P,0.0,0.0,0.0
carlo pinsoglio,G10,Juventus,P,0.0,0.0,0.0
mihai popa,G10,Torino,P,0.0,0.0,0.0
nikita contini,G10,Napoli,P,0.0,0.0,0.0
simone perilli,G10,Verona,P,0.0,0.0,0.0
marius adamonis,G10,Lazio,P,0.0,0.0,0.0
franz stolz,G10,Genoa,P,0.0,0.0,0.0
gianluca pegolo,G10,Sassuolo,P,0.0,0.0,0.0
giacomo toniolo,G10,Verona,P,0.0,0.0,0.0
simone aresti,G10,Cagliari,P,0.0,0.0,0.0
antonio mirante,G10,AC Milan,P,0.0,0.0,0.0
alexandru borbei,G10,Lecce,P,0.0,0.0,0.0
alessandro berardi,G10,Verona,P,0.0,0.0,0.0
tommaso vannucchi,G10,Fiorentina,P,0.0,0.0,0.0
tommaso martinelli,G10,Fiorentina,P,0.0,0.0,0.0
andrea bartoccioni,G10,AC Milan,P,0.0,0.0,0.0
stefano gori,G10,Monza,P,0.0,0.0,0.0
jasper samooja,G10,Lecce,P,0.0,0.0,0.0
lapo nava,G10,AC Milan,P,0.0,0.0,0.0
hubert idasiak,G10,Napoli,P,0.0,0.0,0.0
lorenzo torriani,G10,AC Milan,P,0.0,0.0,0.0
vanja milinkovic-savic,G11,Torino,P,10.0,0.0,0.0
yann sommer,G11,Inter,P,9.941126241517232,0.0,0.0
wojciech szczesny,G11,Juventus,P,8.7465731877219,0.0,0.0
michele di gregorio,G11,Monza,P,8.336254550357287,0.0,0.0
lukasz skorupski,G11,Bologna,P,8.150195496831603,0.0,0.0
mike maignan,G11,AC Milan,P,7.2239449912363485,0.0,0.0
ivan provedel,G11,Lazio,P,7.020808053570625,0.0,0.0
marco carnesecchi,G11,Atalanta,P,6.906655880634578,0.0,0.0
josep martinez,G11,Genoa,P,6.847332704148128,0.0,0.0
pietro terracciano,G11,Fiorentina,P,6.720596827108893,0.0,0.0
lorenzo montipo,G11,Verona,P,6.697227090917261,0.0,0.0
wladimiro falcone,G11,Lecce,P,6.397465282459216,0.0,0.0
elia caprile,G11,Empoli,P,6.204215540874567,0.0,0.0
rui patricio,G11,Roma,P,5.942654262729764,0.0,0.0
maduka okoye,G11,Udinese,P,5.898611298368613,0.0,0.0
alex meret,G11,Napoli,P,5.569637319671027,0.0,0.0
stefano turati,G11,Frosinone,P,5.078872859646755,0.0,0.0
andrea consigli,G11,Sassuolo,P,4.835737719653049,0.0,0.0
simone scuffet,G11,Cagliari,P,4.832591793627252,0.0,0.0
guillermo ochoa,G11,Salernitana,P,4.0919509235539975,0.0,0.0
juan musso,G11,Atalanta,P,1.6179048132668192,0.0,0.0
mile svilar,G11,Roma,P,1.3482540110556829,0.0,0.0
federico ravaglia,G11,Bologna,P,1.0786032088445463,0.0,0.0
marco silvestri,G11,Udinese,P,1.0786032088445463,0.0,0.0
christos mandas,G11,Lazio,P,1.0786032088445463,0.0,0.0
etrit berisha,G11,Empoli,P,1.0786032088445463,0.0,0.0
boris radunovic,G11,Cagliari,P,0.5393016044222732,0.0,0.0
michele cerofolini,G11,Frosinone,P,0.5393016044222732,0.0,0.0
marco sportiello,G11,AC Milan,P,0.5393016044222732,0.0,0.0
emil audero,G11,Inter,P,0.5393016044222732,0.0,0.0
pierluigi gollini,G11,Napoli,P,0.2696508022111366,0.0,0.0
mattia perin,G11,Juventus,P,0.2696508022111366,0.0,0.0
benoit costil,G11,Salernitana,P,0.2696508022111366,0.0,0.0
lovro stubljar,G11,Empoli,P,0.0,0.0,0.0
luca gemello,G11,Torino,P,0.0,0.0,0.0
luigi sepe,G11,Salernitana,P,0.0,0.0,0.0
francesco rossi,G11,Atalanta,P,0.0,0.0,0.0
samuele perisan,G11,Empoli,P,0.0,0.0,0.0
pietro boer,G11,Roma,P,0.0,0.0,0.0
nicola bagnolini,G11,Bologna,P,0.0,0.0,0.0
michele avella,G11,Frosinone,P,0.0,0.0,0.0
nicola leali,G11,Genoa,P,0.0,0.0,0.0
federico brancolini,G11,Lecce,P,0.0,0.0,0.0
eugenio lamanna,G11,Monza,P,0.0,0.0,0.0
vincenzo fiorillo,G11,Salernitana,P,0.0,0.0,0.0
alessandro sorentino,G11,Monza,P,0.0,0.0,0.0
alessio cragno,G11,Sassuolo,P,0.0,0.0,0.0
alessio furlanetto,G11,Lazio,P,0.0,0.0,0.0
raffaele di gennaro,G11,Inter,P,0.0,0.0,0.0
daniel theiner,G11,Sassuolo,P,0.0,0.0,0.0
pierluigi frattali,G11,Frosinone,P,0.0,0.0,0.0
daniele sommariva,G11,Genoa,P,0.0,0.0,0.0
oliver christensen,G11,Fiorentina,P,0.0,0.0,0.0
noah raveyre,G11,AC Milan,P,0.0,0.0,0.0
daniele padelli,G11,Udinese,P,0.0,0.0,0.0
mattia chiesa,G11,Verona,P,0.0,0.0,0.0
carlo pinsoglio,G11,Juventus,P,0.0,0.0,0.0
mihai popa,G11,Torino,P,0.0,0.0,0.0
nikita contini,G11,Napoli,P,0.0,0.0,0.0
simone perilli,G11,Verona,P,0.0,0.0,0.0
marius adamonis,G11,Lazio,P,0.0,0.0,0.0
franz stolz,G11,Genoa,P,0.0,0.0,0.0
gianluca pegolo,G11,Sassuolo,P,0.0,0.0,0.0
giacomo toniolo,G11,Verona,P,0.0,0.0,0.0
simone aresti,G11,Cagliari,P,0.0,0.0,0.0
antonio mirante,G11,AC Milan,P,0.0,0.0,0.0
alexandru borbei,G11,Lecce,P,0.0,0.0,0.0
alessandro berardi,G11,Verona,P,0.0,0.0,0.0
tommaso vannucchi,G11,Fiorentina,P,0.0,0.0,0.0
tommaso martinelli,G11,Fiorentina,P,0.0,0.0,0.0
andrea bartoccioni,G11,AC Milan,P,0.0,0.0,0.0
stefano gori,G11,Monza,P,0.0,0.0,0.0
jasper samooja,G11,Lecce,P,0.0,0.0,0.0
lapo nava,G11,AC Milan,P,0.0,0.0,0.0
hubert idasiak,G11,Napoli,P,0.0,0.0,0.0
lorenzo torriani,G11,AC Milan,P,0.0,0.0,0.0
vanja milinkovic-savic,G12,Torino,P,10.0,0.0,0.0
yann sommer,G12,Inter,P,9.941126241517232,0.0,0.0
wojciech szczesny,G12,Juventus,P,8.7465731877219,0.0,0.0
michele di gregorio,G12,Monza,P,8.336254550357287,0.0,0.0
lukasz skorupski,G12,Bologna,P,8.150195496831603,0.0,0.0
mike maignan,G12,AC Milan,P,7.2239449912363485,0.0,0.0
ivan provedel,G12,Lazio,P,7.020808053570625,0.0,0.0
marco carnesecchi,G12,Atalanta,P,6.906655880634578,0.0,0.0
josep martinez,G12,Genoa,P,6.847332704148128,0.0,0.0
pietro terracciano,G12,Fiorentina,P,6.720596827108893,0.0,0.0
lorenzo montipo,G12,Verona,P,6.697227090917261,0.0,0.0
wladimiro falcone,G12,Lecce,P,6.397465282459216,0.0,0.0
elia caprile,G12,Empoli,P,6.204215540874567,0.0,0.0
rui patricio,G12,Roma,P,5.942654262729764,0.0,0.0
maduka okoye,G12,Udinese,P,5.898611298368613,0.0,0.0
alex meret,G12,Napoli,P,5.569637319671027,0.0,0.0
stefano turati,G12,Frosinone,P,5.078872859646755,0.0,0.0
andrea consigli,G12,Sassuolo,P,4.835737719653049,0.0,0.0
simone scuffet,G12,Cagliari,P,4.832591793627252,0.0,0.0
guillermo ochoa,G12,Salernitana,P,4.0919509235539975,0.0,0.0
juan musso,G12,Atalanta,P,1.6179048132668192,0.0,0.0
mile svilar,G12,Roma,P,1.3482540110556829,0.0,0.0
federico ravaglia,G12,Bologna,P,1.0786032088445463,0.0,0.0
marco silvestri,G12,Udinese,P,1.0786032088445463,0.0,0.0
christos mandas,G12,Lazio,P,1.0786032088445463,0.0,0.0
etrit berisha,G12,Empoli,P,1.0786032088445463,0.0,0.0
boris radunovic,G12,Cagliari,P,0.5393016044222732,0.0,0.0
michele cerofolini,G12,Frosinone,P,0.5393016044222732,0.0,0.0
marco sportiello,G12,AC Milan,P,0.5393016044222732,0.0,0.0
emil audero,G12,Inter,P,0.5393016044222732,0.0,0.0
pierluigi gollini,G12,Napoli,P,0.2696508022111366,0.0,0.0
mattia perin,G12,Juventus,P,0.2696508022111366,0.0,0.0
benoit costil,G12,Salernitana,P,0.2696508022111366,0.0,0.0
lovro stubljar,G12,Empoli,P,0.0,0.0,0.0
luca gemello,G12,Torino,P,0.0,0.0,0.0
luigi sepe,G12,Salernitana,P,0.0,0.0,0.0
francesco rossi,G12,Atalanta,P,0.0,0.0,0.0
samuele perisan,G12,Empoli,P,0.0,0.0,0.0
pietro boer,G12,Roma,P,0.0,0.0,0.0
nicola bagnolini,G12,Bologna,P,0.0,0.0,0.0
michele avella,G12,Frosinone,P,0.0,0.0,0.0
nicola leali,G12,Genoa,P,0.0,0.0,0.0
federico brancolini,G12,Lecce,P,0.0,0.0,0.0
eugenio lamanna,G12,Monza,P,0.0,0.0,0.0
vincenzo fiorillo,G12,Salernitana,P,0.0,0.0,0.0
alessandro sorentino,G12,Monza,P,0.0,0.0,0.0
alessio cragno,G12,Sassuolo,P,0.0,0.0,0.0
alessio furlanetto,G12,Lazio,P,0.0,0.0,0.0
raffaele di gennaro,G12,Inter,P,0.0,0.0,0.0
daniel theiner,G12,Sassuolo,P,0.0,0.0,0.0
pierluigi frattali,G12,Frosinone,P,0.0,0.0,0.0
daniele sommariva,G12,Genoa,P,0.0,0.0,0.0
oliver christensen,G12,Fiorentina,P,0.0,0.0,0.0
noah raveyre,G12,AC Milan,P,0.0,0.0,0.0
daniele padelli,G12,Udinese,P,0.0,0.0,0.0
mattia chiesa,G12,Verona,P,0.0,0.0,0.0
carlo pinsoglio,G12,Juventus,P,0.0,0.0,0.0
mihai popa,G12,Torino,P,0.0,0.0,0.0
nikita contini,G12,Napoli,P,0.0,0.0,0.0
simone perilli,G12,Verona,P,0.0,0.0,0.0
marius adamonis,G12,Lazio,P,0.0,0.0,0.0
franz stolz,G12,Genoa,P,0.0,0.0,0.0
gianluca pegolo,G12,Sassuolo,P,0.0,0.0,0.0
giacomo toniolo,G12,Verona,P,0.0,0.0,0.0
simone aresti,G12,Cagliari,P,0.0,0.0,0.0
antonio mirante,G12,AC Milan,P,0.0,0.0,0.0
alexandru borbei,G12,Lecce,P,0.0,0.0,0.0
alessandro berardi,G12,Verona,P,0.0,0.0,0.0
tommaso vannucchi,G12,Fiorentina,P,0.0,0.0,0.0
tommaso martinelli,G12,Fiorentina,P,0.0,0.0,0.0
andrea bartoccioni,G12,AC Milan,P,0.0,0.0,0.0
stefano gori,G12,Monza,P,0.0,0.0,0.0
jasper samooja,G12,Lecce,P,0.0,0.0,0.0
lapo nava,G12,AC Milan,P,0.0,0.0,0.0
hubert idasiak,G12,Napoli,P,0.0,0.0,0.0
lorenzo torriani,G12,AC Milan,P,0.0,0.0,0.0
vanja milinkovic-savic,G13,Torino,P,10.0,0.0,0.0
yann sommer,G13,Inter,P,9.941126241517232,0.0,0.0
wojciech szczesny,G13,Juventus,P,8.7465731877219,0.0,0.0
michele di gregorio,G13,Monza,P,8.336254550357287,0.0,0.0
lukasz skorupski,G13,Bologna,P,8.150195496831603,0.0,0.0
mike maignan,G13,AC Milan,P,7.2239449912363485,0.0,0.0
ivan provedel,G13,Lazio,P,7.020808053570625,0.0,0.0
marco carnesecchi,G13,Atalanta,P,6.906655880634578,0.0,0.0
josep martinez,G13,Genoa,P,6.847332704148128,0.0,0.0
pietro terracciano,G13,Fiorentina,P,6.720596827108893,0.0,0.0
lorenzo montipo,G13,Verona,P,6.697227090917261,0.0,0.0
wladimiro falcone,G13,Lecce,P,6.397465282459216,0.0,0.0
elia caprile,G13,Empoli,P,6.204215540874567,0.0,0.0
rui patricio,G13,Roma,P,5.942654262729764,0.0,0.0
maduka okoye,G13,Udinese,P,5.898611298368613,0.0,0.0
alex meret,G13,Napoli,P,5.569637319671027,0.0,0.0
stefano turati,G13,Frosinone,P,5.078872859646755,0.0,0.0
andrea consigli,G13,Sassuolo,P,4.835737719653049,0.0,0.0
simone scuffet,G13,Cagliari,P,4.832591793627252,0.0,0.0
guillermo ochoa,G13,Salernitana,P,4.0919509235539975,0.0,0.0
juan musso,G13,Atalanta,P,1.6179048132668192,0.0,0.0
mile svilar,G13,Roma,P,1.3482540110556829,0.0,0.0
federico ravaglia,G13,Bologna,P,1.0786032088445463,0.0,0.0
marco silvestri,G13,Udinese,P,1.0786032088445463,0.0,0.0
christos mandas,G13,Lazio,P,1.0786032088445463,0.0,0.0
etrit berisha,G13,Empoli,P,1.0786032088445463,0.0,0.0
boris radunovic,G13,Cagliari,P,0.5393016044222732,0.0,0.0
michele cerofolini,G13,Frosinone,P,0.5393016044222732,0.0,0.0
marco sportiello,G13,AC Milan,P,0.5393016044222732,0.0,0.0
emil audero,G13,Inter,P,0.5393016044222732,0.0,0.0
pierluigi gollini,G13,Napoli,P,0.2696508022111366,0.0,0.0
mattia perin,G13,Juventus,P,0.2696508022111366,0.0,0.0
benoit costil,G13,Salernitana,P,0.2696508022111366,0.0,0.0
lovro stubljar,G13,Empoli,P,0.0,0.0,0.0
luca gemello,G13,Torino,P,0.0,0.0,0.0
luigi sepe,G13,Salernitana,P,0.0,0.0,0.0
francesco rossi,G13,Atalanta,P,0.0,0.0,0.0
samuele perisan,G13,Empoli,P,0.0,0.0,0.0
pietro boer,G13,Roma,P,0.0,0.0,0.0
nicola bagnolini,G13,Bologna,P,0.0,0.0,0.0
michele avella,G13,Frosinone,P,0.0,0.0,0.0
nicola leali,G13,Genoa,P,0.0,0.0,0.0
federico brancolini,G13,Lecce,P,0.0,0.0,0.0
eugenio lamanna,G13,Monza,P,0.0,0.0,0.0
vincenzo fiorillo,G13,Salernitana,P,0.0,0.0,0.0
alessandro sorentino,G13,Monza,P,0.0,0.0,0.0
alessio cragno,G13,Sassuolo,P,0.0,0.0,0.0
alessio furlanetto,G13,Lazio,P,0.0,0.0,0.0
raffaele di gennaro,G13,Inter,P,0.0,0.0,0.0
daniel theiner,G13,Sassuolo,P,0.0,0.0,0.0
pierluigi frattali,G13,Frosinone,P,0.0,0.0,0.0
daniele sommariva,G13,Genoa,P,0.0,0.0,0.0
oliver christensen,G13,Fiorentina,P,0.0,0.0,0.0
noah raveyre,G13,AC Milan,P,0.0,0.0,0.0
daniele padelli,G13,Udinese,P,0.0,0.0,0.0
mattia chiesa,G13,Verona,P,0.0,0.0,0.0
carlo pinsoglio,G13,Juventus,P,0.0,0.0,0.0
mihai popa,G13,Torino,P,0.0,0.0,0.0
nikita contini,G13,Napoli,P,0.0,0.0,0.0
simone perilli,G13,Verona,P,0.0,0.0,0.0
marius adamonis,G13,Lazio,P,0.0,0.0,0.0
franz stolz,G13,Genoa,P,0.0,0.0,0.0
gianluca pegolo,G13,Sassuolo,P,0.0,0.0,0.0
giacomo toniolo,G13,Verona,P,0.0,0.0,0.0
simone aresti,G13,Cagliari,P,0.0,0.0,0.0
antonio mirante,G13,AC Milan,P,0.0,0.0,0.0
alexandru borbei,G13,Lecce,P,0.0,0.0,0.0
alessandro berardi,G13,Verona,P,0.0,0.0,0.0
tommaso vannucchi,G13,Fiorentina,P,0.0,0.0,0.0
tommaso martinelli,G13,Fiorentina,P,0.0,0.0,0.0
andrea bartoccioni,G13,AC Milan,P,0.0,0.0,0.0
stefano gori,G13,Monza,P,0.0,0.0,0.0
jasper samooja,G13,Lecce,P,0.0,0.0,0.0
lapo nava,G13,AC Milan,P,0.0,0.0,0.0
hubert idasiak,G13,Napoli,P,0.0,0.0,0.0
lorenzo torriani,G13,AC Milan,P,0.0,0.0,0.0
vanja milinkovic-savic,G14,Torino,P,10.0,0.0,0.0
yann sommer,G14,Inter,P,9.941126241517232,0.0,0.0
wojciech szczesny,G14,Juventus,P,8.7465731877219,0.0,0.0
michele di gregorio,G14,Monza,P,8.336254550357287,0.0,0.0
lukasz skorupski,G14,Bologna,P,8.150195496831603,0.0,0.0
mike maignan,G14,AC Milan,P,7.2239449912363485,0.0,0.0
ivan provedel,G14,Lazio,P,7.020808053570625,0.0,0.0
marco carnesecchi,G14,Atalanta,P,6.906655880634578,0.0,0.0
josep martinez,G14,Genoa,P,6.847332704148128,0.0,0.0
pietro terracciano,G14,Fiorentina,P,6.720596827108893,0.0,0.0
lorenzo montipo,G14,Verona,P,6.697227090917261,0.0,0.0
wladimiro falcone,G14,Lecce,P,6.397465282459216,0.0,0.0
elia caprile,G14,Empoli,P,6.204215540874567,0.0,0.0
rui patricio,G14,Roma,P,5.942654262729764,0.0,0.0
maduka okoye,G14,Udinese,P,5.898611298368613,0.0,0.0
alex meret,G14,Napoli,P,5.569637319671027,0.0,0.0
stefano turati,G14,Frosinone,P,5.078872859646755,0.0,0.0
andrea consigli,G14,Sassuolo,P,4.835737719653049,0.0,0.0
simone scuffet,G14,Cagliari,P,4.832591793627252,0.0,0.0
guillermo ochoa,G14,Salernitana,P,4.0919509235539975,0.0,0.0
juan musso,G14,Atalanta,P,1.6179048132668192,0.0,0.0
mile svilar,G14,Roma,P,1.3482540110556829,0.0,0.0
federico ravaglia,G14,Bologna,P,1.0786032088445463,0.0,0.0
marco silvestri,G14,Udinese,P,1.0786032088445463,0.0,0.0
christos mandas,G14,Lazio,P,1.0786032088445463,0.0,0.0
etrit berisha,G14,Empoli,P,1.0786032088445463,0.0,0.0
boris radunovic,G14,Cagliari,P,0.5393016044222732,0.0,0.0
michele cerofolini,G14,Frosinone,P,0.5393016044222732,0.0,0.0
marco sportiello,G14,AC Milan,P,0.5393016044222732,0.0,0.0
emil audero,G14,Inter,P,0.5393016044222732,0.0,0.0
pierluigi gollini,G14,Napoli,P,0.2696508022111366,0.0,0.0
mattia perin,G14,Juventus,P,0.2696508022111366,0.0,0.0
benoit costil,G14,Salernitana,P,0.2696508022111366,0.0,0.0
lovro stubljar,G14,Empoli,P,0.0,0.0,0.0
luca gemello,G14,Torino,P,0.0,0.0,0.0
luigi sepe,G14,Salernitana,P,0.0,0.0,0.0
francesco rossi,G14,Atalanta,P,0.0,0.0,0.0
samuele perisan,G14,Empoli,P,0.0,0.0,0.0
pietro boer,G14,Roma,P,0.0,0.0,0.0
nicola bagnolini,G14,Bologna,P,0.0,0.0,0.0
michele avella,G14,Frosinone,P,0.0,0.0,0.0
nicola leali,G14,Genoa,P,0.0,0.0,0.0
federico brancolini,G14,Lecce,P,0.0,0.0,0.0
eugenio lamanna,G14,Monza,P,0.0,0.0,0.0
vincenzo fiorillo,G14,Salernitana,P,0.0,0.0,0.0
alessandro sorentino,G14,Monza,P,0.0,0.0,0.0
alessio cragno,G14,Sassuolo,P,0.0,0.0,0.0
alessio furlanetto,G14,Lazio,P,0.0,0.0,0.0
raffaele di gennaro,G14,Inter,P,0.0,0.0,0.0
daniel theiner,G14,Sassuolo,P,0.0,0.0,0.0
pierluigi frattali,G14,Frosinone,P,0.0,0.0,0.0
daniele sommariva,G14,Genoa,P,0.0,0.0,0.0
oliver christensen,G14,Fiorentina,P,0.0,0.0,0.0
noah raveyre,G14,AC Milan,P,0.0,0.0,0.0
daniele padelli,G14,Udinese,P,0.0,0.0,0.0
mattia chiesa,G14,Verona,P,0.0,0.0,0.0
carlo pinsoglio,G14,Juventus,P,0.0,0.0,0.0
mihai popa,G14,Torino,P,0.0,0.0,0.0
nikita contini,G14,Napoli,P,0.0,0.0,0.0
simone perilli,G14,Verona,P,0.0,0.0,0.0
marius adamonis,G14,Lazio,P,0.0,0.0,0.0
franz stolz,G14,Genoa,P,0.0,0.0,0.0
gianluca pegolo,G14,Sassuolo,P,0.0,0.0,0.0
giacomo toniolo,G14,Verona,P,0.0,0.0,0.0
simone aresti,G14,Cagliari,P,0.0,0.0,0.0
antonio mirante,G14,AC Milan,P,0.0,0.0,0.0
alexandru borbei,G14,Lecce,P,0.0,0.0,0.0
alessandro berardi,G14,Verona,P,0.0,0.0,0.0
tommaso vannucchi,G14,Fiorentina,P,0.0,0.0,0.0
tommaso martinelli,G14,Fiorentina,P,0.0,0.0,0.0
andrea bartoccioni,G14,AC Milan,P,0.0,0.0,0.0
stefano gori,G14,Monza,P,0.0,0.0,0.0
jasper samooja,G14,Lecce,P,0.0,0.0,0.0
lapo nava,G14,AC Milan,P,0.0,0.0,0.0
hubert idasiak,G14,Napoli,P,0.0,0.0,0.0
lorenzo torriani,G14,AC Milan,P,0.0,0.0,0.0
vanja milinkovic-savic,G15,Torino,P,10.0,0.0,0.0
yann sommer,G15,Inter,P,9.941126241517232,0.0,0.0
wojciech szczesny,G15,Juventus,P,8.7465731877219,0.0,0.0
michele di gregorio,G15,Monza,P,8.336254550357287,0.0,0.0
lukasz skorupski,G15,Bologna,P,8.150195496831603,0.0,0.0
mike maignan,G15,AC Milan,P,7.2239449912363485,0.0,0.0
ivan provedel,G15,Lazio,P,7.020808053570625,0.0,0.0
marco carnesecchi,G15,Atalanta,P,6.906655880634578,0.0,0.0
josep martinez,G15,Genoa,P,6.847332704148128,0.0,0.0
pietro terracciano,G15,Fiorentina,P,6.720596827108893,0.0,0.0
lorenzo montipo,G15,Verona,P,6.697227090917261,0.0,0.0
wladimiro falcone,G15,Lecce,P,6.397465282459216,0.0,0.0
elia caprile,G15,Empoli,P,6.204215540874567,0.0,0.0
rui patricio,G15,Roma,P,5.942654262729764,0.0,0.0
maduka okoye,G15,Udinese,P,5.898611298368613,0.0,0.0
alex meret,G15,Napoli,P,5.569637319671027,0.0,0.0
stefano turati,G15,Frosinone,P,5.078872859646755,0.0,0.0
andrea consigli,G15,Sassuolo,P,4.835737719653049,0.0,0.0
simone scuffet,G15,Cagliari,P,4.832591793627252,0.0,0.0
guillermo ochoa,G15,Salernitana,P,4.0919509235539975,0.0,0.0
juan musso,G15,Atalanta,P,1.6179048132668192,0.0,0.0
mile svilar,G15,Roma,P,1.3482540110556829,0.0,0.0
federico ravaglia,G15,Bologna,P,1.0786032088445463,0.0,0.0
marco silvestri,G15,Udinese,P,1.0786032088445463,0.0,0.0
christos mandas,G15,Lazio,P,1.0786032088445463,0.0,0.0
etrit berisha,G15,Empoli,P,1.0786032088445463,0.0,0.0
boris radunovic,G15,Cagliari,P,0.5393016044222732,0.0,0.0
michele cerofolini,G15,Frosinone,P,0.5393016044222732,0.0,0.0
marco sportiello,G15,AC Milan,P,0.5393016044222732,0.0,0.0
emil audero,G15,Inter,P,0.5393016044222732,0.0,0.0
pierluigi gollini,G15,Napoli,P,0.2696508022111366,0.0,0.0
mattia perin,G15,Juventus,P,0.2696508022111366,0.0,0.0
benoit costil,G15,Salernitana,P,0.2696508022111366,0.0,0.0
lovro stubljar,G15,Empoli,P,0.0,0.0,0.0
luca gemello,G15,Torino,P,0.0,0.0,0.0
luigi sepe,G15,Salernitana,P,0.0,0.0,0.0
francesco rossi,G15,Atalanta,P,0.0,0.0,0.0
