Giocatore,Giornata,Team,Role,Score,Prob_Gol,Pred_Gol_Pesata
tommaso baldanzi,G30,Roma,A,3.539934540541158,0.0606,0.0746
gustav isaksen,G30,Lazio,A,3.478766847296071,0.0606,0.106
nicola sansone,G30,Lecce,A,3.465871695670076,0.0277,0.0616
cristian volpato,G30,Sassuolo,A,3.365828199215989,0.0277,0.0616
patrick ciurria,G30,Monza,A,3.323795032547592,0.0,0.0
samuel iling-junior,G30,Juventus,A,3.305908169557745,0.0277,0.0616
kaio jorge,G30,Frosinone,A,3.305865248662942,0.0792,0.0877
eldor shomurodov,G30,Cagliari,A,3.27795813056594,0.0277,0.0758
christian kouame,G30,Fiorentina,A,3.2361854343502765,0.0277,0.0616
sardar azmoun,G30,Roma,A,2.9907077786763634,0.0606,0.106
alessio zerbin,G30,Monza,A,2.870746436134114,0.0,0.0
isaac success,G30,Udinese,A,2.855494717737655,0.0,0.0486
leonardo pavoletti,G30,Cagliari,A,2.796135484280822,0.0455,0.0746
domenico berardi,G30,Sassuolo,A,2.746738919874218,0.293,0.1529
chukwubuikem ikwuemesi,G30,Salernitana,A,2.7388436043278133,0.0277,0.0616
gregoire defrel,G30,Sassuolo,A,2.70819506001134,0.0,0.0486
emmanuel quartsin gyasi,G30,Empoli,A,2.6533762872894022,0.0277,0.0616
giovanni simeone,G30,Napoli,A,2.6327799546258026,0.0277,0.0616
jackson tchatchoua,G30,Verona,A,2.469375096698178,0.0,0.0
demba seck,G30,Frosinone,A,2.4268309742894782,0.0,0.0
pietro pellegri,G30,Torino,A,2.384663574060406,0.0,0.0486
marvin cuni,G30,Frosinone,A,2.349666707489096,0.0277,0.0616
moise kean,G30,Juventus,A,2.2850566429873287,0.0,0.0
samuele mulattieri,G30,Sassuolo,A,2.1653862159852904,0.0,0.0
tijjani noslin,G30,Verona,A,1.780392862324139,0.1758,0.1661
m'baye niang,G30,Empoli,A,1.628093609548119,0.0594,0.1919
boulaye dia,G30,Salernitana,A,1.1658434813141945,0.099,0.0877
daniel maldini,G30,Empoli,A,1.1181587312437475,0.3327,0.2141
luis muriel,G30,Atalanta,A,0.9420171034325044,0.0455,0.0746
simy,G30,Salernitana,A,0.8106407511975994,0.0277,0.0616
andrea petagna,G30,Cagliari,A,0.7527378403977708,0.0277,0.0616
thomas henry,G30,Verona,A,0.6928886132685363,0.0792,0.0877
karol swiderski,G30,Verona,A,0.6520159703510102,0.0277,0.0908
junior messias,G30,Genoa,A,0.6072506947746723,0.0277,0.0616
el bilal toure,G30,Atalanta,A,0.6048177993629147,0.0277,0.0616
nemanja radonjic,G30,Torino,A,0.6033580621158604,0.0,0.0
jovane cabral,G30,Salernitana,A,0.4826864496926881,0.0277,0.0616
jens odgaard,G30,Bologna,A,0.4797669751985791,0.0606,0.0746
emmanuel ekong,G30,Empoli,A,0.4593306537398162,0.0,0.0
vitor oliveira,G30,Genoa,A,0.4525185465868952,0.0277,0.0758
jaime baez,G30,Frosinone,A,0.4062935337635026,0.0277,0.0616
samuel castillejo,G30,Sassuolo,A,0.3756390515753581,0.0,0.0
josip brekalo,G30,Fiorentina,A,0.3347664086578322,0.0277,0.0616
mirko maric,G30,Monza,A,0.3308737759990202,0.0277,0.0616
gianluca caprari,G30,Monza,A,0.3240616688460991,0.0,0.0
rares burnete,G30,Lecce,A,0.3114106127049601,0.0,0.0
tammy abraham,G30,Roma,A,0.3050850846343906,0.0,0.0486
santiago castro,G30,Bologna,A,0.2919474494109001,0.0,0.0486
shon weissman,G30,Salernitana,A,0.2705379697874341,0.0277,0.0616
beto,G30,Udinese,A,0.2656721789639191,0.0,0.0
keinan davis,G30,Udinese,A,0.2510748064933741,0.0,0.0486
stiven shpendi,G30,Empoli,A,0.2072826890817391,0.0,0.0
zanos savva,G30,Torino,A,0.2014437400935211,0.0,0.0486
santiago pierotti,G30,Lecce,A,0.1965779492700061,0.0,0.0
jesper karlsson,G30,Bologna,A,0.1849000512935701,0.0,0.0
chaka traore,G30,AC Milan,A,0.177114785975946,0.0277,0.0616
joao costa,G30,Roma,A,0.174195311481837,0.0,0.0
federico di francesco,G30,Lecce,A,0.172248995152431,0.0185,0.0616
kingstone mutandwa,G30,Cagliari,A,0.172248995152431,0.0,0.0486
george puscas,G30,Genoa,A,0.14597372470545,0.0,0.0
emil konradsen ceide,G30,Sassuolo,A,0.133322668564311,0.0,0.0
stefan mitrovic,G30,Verona,A,0.123591086917281,0.0,0.0
jordi mboula,G30,Verona,A,0.1211581915055235,0.0,0.0
david okereke,G30,Torino,A,0.11677897976436,0.0,0.0
andres sfait,G30,Salernitana,A,0.105101081787924,0.0,0.0
giuseppe caso,G30,Frosinone,A,0.1046145027055725,0.0,0.0
brenner da silva,G30,Udinese,A,0.084664760329161,0.0,0.0
mattia destro,G30,Empoli,A,0.080772127670349,0.0,0.0
sydney van hooijdonk,G30,Bologna,A,0.07785265317624,0.0,0.0
fares ghedjemis,G30,Frosinone,A,0.06812107152921,0.0,0.0
yann karamoh,G30,Torino,A,0.053523699058665,0.0,0.0
trivante stewart,G30,Salernitana,A,0.043792117411635,0.0,0.0
juan manuel cruz,G30,Verona,A,0.039899484752823,0.0,0.0
david ankeye,G30,Genoa,A,0.023355795952872,0.0,0.0
seydou fini,G30,Genoa,A,0.006812107152921,0.0,0.0
simone pafundi,G30,Udinese,A,0.004865790823515,0.0,0.0
yayah kallon,G30,Verona,A,0.001946316329406,0.0,0.0
luigi canotto,G30,Frosinone,A,0.001946316329406,0.0,0.0
diego valencia,G30,Salernitana,A,0.001946316329406,0.0,0.0
ola solbakken,G30,Roma,A,0.001946316329406,0.0,0.0
diego gonzalez,G30,Lazio,A,0.001946316329406,0.0,0.0
vivaldo semedo,G30,Udinese,A,0.001946316329406,0.0,0.0
agustin alvarez,G30,Sassuolo,A,0.001946316329406,0.0,0.0
jeppe corfitzen,G30,Lecce,A,0.001946316329406,0.0,0.0
till winkelman,G30,Lecce,A,0.001946316329406,0.0,0.0
flavio russo,G30,Sassuolo,A,0.001946316329406,0.0,0.0
giacomo corona,G30,Empoli,A,0.001946316329406,0.0,0.0
matija popovic,G30,Monza,A,0.001946316329406,0.0,0.0
giorgi kvernadze,G30,Frosinone,A,0.001946316329406,0.0,0.0
gaston pereiro,G30,Cagliari,A,0.001946316329406,0.0,0.0
gerard deulofeu,G30,Udinese,A,0.001946316329406,0.0,0.0
massimo coda,G30,Genoa,A,0.001946316329406,0.0,0.0
francesco camarda,G30,AC Milan,A,0.001946316329406,0.0,0.0
siren diao balde,G30,Verona,A,0.001946316329406,0.0,0.0
marley ake,G30,Udinese,A,0.001946316329406,0.0,0.0
gennaro borrelli,G30,Frosinone,A,0.001946316329406,0.0,0.0
hirving lozano,G30,Napoli,A,0.001946316329406,0.0,0.0
jacopo desogus,G30,Cagliari,A,0.001946316329406,0.0,0.0
luigi cherubini,G30,Roma,A,0.001946316329406,0.0,0.0
sekou diawara,G30,Udinese,A,0.001946316329406,0.0,0.0
leonardo cerri,G30,Juventus,A,0.001946316329406,0.0,0.0486
joaquin correa,G30,Inter,A,0.001946316329406,0.0,0.0
soufiane bidaoui,G30,Frosinone,A,0.001946316329406,0.0,0.0
andrea ferraris,G30,Monza,A,0.001946316329406,0.0,0.0
joel voelkerling persson,G30,Lecce,A,0.001946316329406,0.0,0.0
junior ajayi,G30,Verona,A,0.001946316329406,0.0,0.0
assan ceesay,G30,Lecce,A,0.001946316329406,0.0,0.0
alphadjo cisse,G30,Verona,A,0.001946316329406,0.0,0.0
erik botheim,G30,Salernitana,A,0.0,0.0,0.0
lautaro martinez,G31,Inter,A,10.0,0.6356,0.3778
albert gudmundsson,G31,Genoa,A,9.217349622639194,0.3996,0.3695
matias soule,G31,Frosinone,A,8.382918373067875,0.2662,0.1399
paulo dybala,G31,Roma,A,8.194920748790997,0.2992,0.1565
khvicha kvaratskhelia,G31,Napoli,A,8.164231058664397,0.3597,0.2704
olivier giroud,G31,AC Milan,A,7.9886033517632,0.3731,0.2051
dusan vlahovic,G31,Juventus,A,7.74467915127962,0.3697,0.2734
rafael leao,G31,AC Milan,A,7.737022862058283,0.4095,0.2052
marcus thuram,G31,Inter,A,7.660261160360614,0.3052,0.179
christian pulisic,G31,AC Milan,A,7.638988296978675,0.2803,0.2447
victor osimhen,G31,Napoli,A,7.341955970620807,0.2485,0.2234
charles de ketelaere,G31,Atalanta,A,7.33663529112349,0.1327,0.1138
ademola lookman,G31,Atalanta,A,7.261281116084548,0.3454,0.2203
matteo politano,G31,Napoli,A,7.204012116395615,0.1796,0.1268
duvan zapata,G31,Torino,A,7.111918227469753,0.3753,0.2617
joshua zirkzee,G31,Bologna,A,7.013123983893323,0.417,0.2017
romelu lukaku,G31,Roma,A,6.910330888800196,0.3604,0.1887
gianluca scamacca,G31,Atalanta,A,6.885200374732376,0.3327,0.1686
nicolas gonzalez,G31,Fiorentina,A,6.741926252539724,0.2197,0.1671
federico chiesa,G31,Juventus,A,6.523830598716707,0.1996,0.1626
riccardo orsolini,G31,Bologna,A,6.3329608296788615,0.5481,0.2077
armand lauriente,G31,Sassuolo,A,5.762828461167271,0.0268,0.0616
andrea pinamonti,G31,Sassuolo,A,5.71271982919851,0.3336,0.2104
nikola krstovic,G31,Lecce,A,5.46031290576126,0.1062,0.1138
milan djuric,G31,Verona,A,5.402852581068134,0.2096,0.1268
lorenzo lucca,G31,Udinese,A,5.372352538779441,0.2395,0.156
giacomo raspadori,G31,Napoli,A,5.369526895211365,0.115,0.1235
walid cheddira,G31,Frosinone,A,5.348300417528841,0.115,0.3633
alexis saelemaekers,G31,Bologna,A,5.237712933132613,0.1758,0.1033
aleksey miranchuk,G31,Atalanta,A,5.217060623788722,0.2218,0.1164
florian thauvin,G31,Udinese,A,5.151711554124309,0.3219,0.1294
ciro immobile,G31,Lazio,A,5.087514727829896,0.1796,0.1268
cyril ngonge,G31,Napoli,A,4.990652635055614,0.2096,0.1268
lucas beltran,G31,Fiorentina,A,4.86950125264437,0.2096,0.1268
nikola vlasic,G31,Torino,A,4.802855811270323,0.0956,0.1019
dany mota,G31,Monza,A,4.6930126924409725,0.138,0.13
antonio sanabria,G31,Torino,A,4.675122241620843,0.2048,0.3042
luka jovic,G31,AC Milan,A,4.657185663706282,0.1593,0.1138
andrea belotti,G31,Fiorentina,A,4.51878010669156,0.139,0.3583
mateo retegui,G31,Genoa,A,4.505252030670766,0.2329,0.1713
m'bala nzola,G31,Fiorentina,A,4.477414283987825,0.0586,0.0746
noah okafor,G31,AC Milan,A,4.464912088908567,0.1593,0.1365
marko arnautovic,G31,Inter,A,4.3597408975525545,0.0586,0.0746
alexis sanchez,G31,Inter,A,4.293440294623524,0.1758,0.1238
zito luvumbo,G31,Cagliari,A,4.218342271585198,0.1536,0.1452
stephan el shaarawy,G31,Roma,A,4.18244125420769,0.0956,0.0877
lameck banda,G31,Lecce,A,4.155316875643998,0.0586,0.0746
arkadiusz milik,G31,Juventus,A,4.105186360170173,0.0956,0.1169
pontus almqvist,G31,Lecce,A,4.09262020178492,0.0439,0.0746
valentin castellanos,G31,Lazio,A,4.056707085209281,0.111,0.3322
nicolo cambiaghi,G31,Empoli,A,3.973908584137184,0.0,0.0486
federico bonazzoli,G31,Verona,A,3.962712806190207,0.1758,0.1033
darko lazovic,G31,Verona,A,3.928057418709881,0.0268,0.0616
caleb ekuban,G31,Genoa,A,3.913512269381301,0.0586,0.0746
riccardo sottil,G31,Fiorentina,A,3.9103419279689744,0.0268,0.0616
dan ndoye,G31,Bologna,A,3.901715493456509,0.0,0.0486
gianluca lapadula,G31,Cagliari,A,3.893838847683358,0.0586,0.1039
roberto piccoli,G31,Lecce,A,3.735319321575109,0.0956,0.0877
matteo cancellieri,G31,Empoli,A,3.72727840389174,0.0956,0.0877
kenan yildiz,G31,Juventus,A,3.718143780461207,0.0268,0.0616
francesco caputo,G31,Empoli,A,3.6971940427487247,0.0586,0.0746
lorenzo colombo,G31,Monza,A,3.649950854407962,0.0956,0.0877
pedro rodriguez,G31,Lazio,A,3.585789306352385,0.0268,0.0616
samuel chukwueze,G31,AC Milan,A,3.551505491548597,0.0268,0.0758
tommaso baldanzi,G31,Roma,A,3.539934540541158,0.0586,0.0746
gustav isaksen,G31,Lazio,A,3.478766847296071,0.0586,0.0746
nicola sansone,G31,Lecce,A,3.465871695670076,0.0268,0.0616
cristian volpato,G31,Sassuolo,A,3.365828199215989,0.0268,0.0616
patrick ciurria,G31,Monza,A,3.323795032547592,0.0,0.0
samuel iling-junior,G31,Juventus,A,3.305908169557745,0.0268,0.0616
kaio jorge,G31,Frosinone,A,3.305865248662942,0.0765,0.0877
eldor shomurodov,G31,Cagliari,A,3.27795813056594,0.0268,0.0908
christian kouame,G31,Fiorentina,A,3.2361854343502765,0.0268,0.0616
sardar azmoun,G31,Roma,A,2.9907077786763634,0.0586,0.0746
alessio zerbin,G31,Monza,A,2.870746436134114,0.0,0.0
isaac success,G31,Udinese,A,2.855494717737655,0.0,0.0486
leonardo pavoletti,G31,Cagliari,A,2.796135484280822,0.0439,0.0746
domenico berardi,G31,Sassuolo,A,2.746738919874218,0.2812,0.1529
chukwubuikem ikwuemesi,G31,Salernitana,A,2.7388436043278133,0.0268,0.0616
gregoire defrel,G31,Sassuolo,A,2.70819506001134,0.1109,0.0903
emmanuel quartsin gyasi,G31,Empoli,A,2.6533762872894022,0.0268,0.0616
giovanni simeone,G31,Napoli,A,2.6327799546258026,0.0268,0.0616
jackson tchatchoua,G31,Verona,A,2.469375096698178,0.0,0.0
demba seck,G31,Frosinone,A,2.4268309742894782,0.0,0.0
pietro pellegri,G31,Torino,A,2.384663574060406,0.0,0.0486
marvin cuni,G31,Frosinone,A,2.349666707489096,0.0268,0.0616
moise kean,G31,Juventus,A,2.2850566429873287,0.0,0.0
samuele mulattieri,G31,Sassuolo,A,2.1653862159852904,0.0,0.0
tijjani noslin,G31,Verona,A,1.780392862324139,0.0586,0.0889
m'baye niang,G31,Empoli,A,1.628093609548119,0.0574,0.1191
boulaye dia,G31,Salernitana,A,1.1658434813141945,0.0956,0.0877
daniel maldini,G31,Empoli,A,1.1181587312437475,0.0765,0.2141
luis muriel,G31,Atalanta,A,0.9420171034325044,0.0439,0.0746
simy,G31,Salernitana,A,0.8106407511975994,0.0268,0.0616
andrea petagna,G31,Cagliari,A,0.7527378403977708,0.0268,0.0616
thomas henry,G31,Verona,A,0.6928886132685363,0.0765,0.0877
karol swiderski,G31,Verona,A,0.6520159703510102,0.0268,0.0843
junior messias,G31,Genoa,A,0.6072506947746723,0.0268,0.0616
el bilal toure,G31,Atalanta,A,0.6048177993629147,0.0268,0.0616
nemanja radonjic,G31,Torino,A,0.6033580621158604,0.0,0.0
jovane cabral,G31,Salernitana,A,0.4826864496926881,0.0268,0.0616
jens odgaard,G31,Bologna,A,0.4797669751985791,0.0586,0.0746
emmanuel ekong,G31,Empoli,A,0.4593306537398162,0.0,0.0
vitor oliveira,G31,Genoa,A,0.4525185465868952,0.0268,0.0908
jaime baez,G31,Frosinone,A,0.4062935337635026,0.0268,0.0616
samuel castillejo,G31,Sassuolo,A,0.3756390515753581,0.0,0.0
josip brekalo,G31,Fiorentina,A,0.3347664086578322,0.0268,0.0616
mirko maric,G31,Monza,A,0.3308737759990202,0.0268,0.0616
gianluca caprari,G31,Monza,A,0.3240616688460991,0.0,0.0
rares burnete,G31,Lecce,A,0.3114106127049601,0.0,0.0
tammy abraham,G31,Roma,A,0.3050850846343906,0.0,0.0486
santiago castro,G31,Bologna,A,0.2919474494109001,0.0,0.0486
shon weissman,G31,Salernitana,A,0.2705379697874341,0.0268,0.0616
beto,G31,Udinese,A,0.2656721789639191,0.0,0.0
keinan davis,G31,Udinese,A,0.2510748064933741,0.0,0.0486
stiven shpendi,G31,Empoli,A,0.2072826890817391,0.0,0.0
zanos savva,G31,Torino,A,0.2014437400935211,0.0,0.0486
santiago pierotti,G31,Lecce,A,0.1965779492700061,0.0,0.0
jesper karlsson,G31,Bologna,A,0.1849000512935701,0.0,0.0
chaka traore,G31,AC Milan,A,0.177114785975946,0.0268,0.0616
joao costa,G31,Roma,A,0.174195311481837,0.0,0.0
federico di francesco,G31,Lecce,A,0.172248995152431,0.0179,0.0616
kingstone mutandwa,G31,Cagliari,A,0.172248995152431,0.0,0.0486
george puscas,G31,Genoa,A,0.14597372470545,0.0,0.0
emil konradsen ceide,G31,Sassuolo,A,0.133322668564311,0.0,0.0
stefan mitrovic,G31,Verona,A,0.123591086917281,0.0,0.0
jordi mboula,G31,Verona,A,0.1211581915055235,0.0,0.0
david okereke,G31,Torino,A,0.11677897976436,0.0,0.0
andres sfait,G31,Salernitana,A,0.105101081787924,0.0,0.0
giuseppe caso,G31,Frosinone,A,0.1046145027055725,0.0,0.0
brenner da silva,G31,Udinese,A,0.084664760329161,0.0,0.0
mattia destro,G31,Empoli,A,0.080772127670349,0.0,0.0
sydney van hooijdonk,G31,Bologna,A,0.07785265317624,0.0,0.0
fares ghedjemis,G31,Frosinone,A,0.06812107152921,0.0,0.0
yann karamoh,G31,Torino,A,0.053523699058665,0.0,0.0
trivante stewart,G31,Salernitana,A,0.043792117411635,0.0,0.0
juan manuel cruz,G31,Verona,A,0.039899484752823,0.0,0.0
david ankeye,G31,Genoa,A,0.023355795952872,0.0,0.0
seydou fini,G31,Genoa,A,0.006812107152921,0.0,0.0
simone pafundi,G31,Udinese,A,0.004865790823515,0.0,0.0
yayah kallon,G31,Verona,A,0.001946316329406,0.0,0.0
luigi canotto,G31,Frosinone,A,0.001946316329406,0.0,0.0
diego valencia,G31,Salernitana,A,0.001946316329406,0.0,0.0
ola solbakken,G31,Roma,A,0.001946316329406,0.0,0.0
diego gonzalez,G31,Lazio,A,0.001946316329406,0.0,0.0
vivaldo semedo,G31,Udinese,A,0.001946316329406,0.0,0.0
agustin alvarez,G31,Sassuolo,A,0.001946316329406,0.0,0.0
jeppe corfitzen,G31,Lecce,A,0.001946316329406,0.0,0.0
till winkelman,G31,Lecce,A,0.001946316329406,0.0,0.0
flavio russo,G31,Sassuolo,A,0.001946316329406,0.0,0.0
giacomo corona,G31,Empoli,A,0.001946316329406,0.0,0.0
matija popovic,G31,Monza,A,0.001946316329406,0.0,0.0
giorgi kvernadze,G31,Frosinone,A,0.001946316329406,0.0,0.0
gaston pereiro,G31,Cagliari,A,0.001946316329406,0.0,0.0
gerard deulofeu,G31,Udinese,A,0.001946316329406,0.0,0.0
massimo coda,G31,Genoa,A,0.001946316329406,0.0,0.0
francesco camarda,G31,AC Milan,A,0.001946316329406,0.0,0.0
siren diao balde,G31,Verona,A,0.001946316329406,0.0,0.0
marley ake,G31,Udinese,A,0.001946316329406,0.0,0.0
gennaro borrelli,G31,Frosinone,A,0.001946316329406,0.0,0.0
hirving lozano,G31,Napoli,A,0.001946316329406,0.0,0.0
jacopo desogus,G31,Cagliari,A,0.001946316329406,0.0,0.0
luigi cherubini,G31,Roma,A,0.001946316329406,0.0,0.0
sekou diawara,G31,Udinese,A,0.001946316329406,0.0,0.0
leonardo cerri,G31,Juventus,A,0.001946316329406,0.0,0.0486
joaquin correa,G31,Inter,A,0.001946316329406,0.0,0.0
soufiane bidaoui,G31,Frosinone,A,0.001946316329406,0.0,0.0
andrea ferraris,G31,Monza,A,0.001946316329406,0.0,0.0
joel voelkerling persson,G31,Lecce,A,0.001946316329406,0.0,0.0
junior ajayi,G31,Verona,A,0.001946316329406,0.0,0.0
assan ceesay,G31,Lecce,A,0.001946316329406,0.0,0.0
alphadjo cisse,G31,Verona,A,0.001946316329406,0.0,0.0
erik botheim,G31,Salernitana,A,0.0,0.0,0.0
lautaro martinez,G32,Inter,A,10.0,0.5982,0.3486
albert gudmundsson,G32,Genoa,A,9.217349622639194,0.4588,0.3185
matias soule,G32,Frosinone,A,8.382918373067875,0.2559,0.1399
paulo dybala,G32,Roma,A,8.194920748790997,0.2873,0.2365
khvicha kvaratskhelia,G32,Napoli,A,8.164231058664397,0.3453,0.2832
olivier giroud,G32,AC Milan,A,7.9886033517632,0.3839,0.2468
dusan vlahovic,G32,Juventus,A,7.74467915127962,0.3529,0.2442
rafael leao,G32,AC Milan,A,7.737022862058283,0.4865,0.1783
marcus thuram,G32,Inter,A,7.660261160360614,0.2919,0.179
christian pulisic,G32,AC Milan,A,7.638988296978675,0.3996,0.3404
victor osimhen,G32,Napoli,A,7.341955970620807,0.456,0.2338
charles de ketelaere,G32,Atalanta,A,7.33663529112349,0.128,0.1138
ademola lookman,G32,Atalanta,A,7.261281116084548,0.3316,0.1792
matteo politano,G32,Napoli,A,7.204012116395615,0.2773,0.1686
duvan zapata,G32,Torino,A,7.111918227469753,0.4104,0.1565
joshua zirkzee,G32,Bologna,A,7.013123983893323,0.3996,0.2104
romelu lukaku,G32,Roma,A,6.910330888800196,0.3454,0.1973
gianluca scamacca,G32,Atalanta,A,6.885200374732376,0.4394,0.2043
nicolas gonzalez,G32,Fiorentina,A,6.741926252539724,0.2109,0.1821
federico chiesa,G32,Juventus,A,6.523830598716707,0.1919,0.1713
riccardo orsolini,G32,Bologna,A,6.3329608296788615,0.2213,0.1932
armand lauriente,G32,Sassuolo,A,5.762828461167271,0.1758,0.1033
andrea pinamonti,G32,Sassuolo,A,5.71271982919851,0.3197,0.179
nikola krstovic,G32,Lecce,A,5.46031290576126,0.1024,0.1138
milan djuric,G32,Verona,A,5.402852581068134,0.2773,0.1686
lorenzo lucca,G32,Udinese,A,5.372352538779441,0.2306,0.1496
giacomo raspadori,G32,Napoli,A,5.369526895211365,0.3072,0.2052
walid cheddira,G32,Frosinone,A,5.348300417528841,0.111,0.1139
alexis saelemaekers,G32,Bologna,A,5.237712933132613,0.0567,0.0889
aleksey miranchuk,G32,Atalanta,A,5.217060623788722,0.0924,0.1019
florian thauvin,G32,Udinese,A,5.151711554124309,0.111,0.115
ciro immobile,G32,Lazio,A,5.087514727829896,0.173,0.1268
cyril ngonge,G32,Napoli,A,4.990652635055614,0.2018,0.1268
lucas beltran,G32,Fiorentina,A,4.86950125264437,0.2018,0.1268
nikola vlasic,G32,Torino,A,4.802855811270323,0.0924,0.1169
dany mota,G32,Monza,A,4.6930126924409725,0.1332,0.1235
antonio sanabria,G32,Torino,A,4.675122241620843,0.1792,0.1682
luka jovic,G32,AC Milan,A,4.657185663706282,0.1536,0.1138
andrea belotti,G32,Fiorentina,A,4.51878010669156,0.1342,0.0783
mateo retegui,G32,Genoa,A,4.505252030670766,0.2239,0.1399
m'bala nzola,G32,Fiorentina,A,4.477414283987825,0.0567,0.0746
noah okafor,G32,AC Milan,A,4.464912088908567,0.1536,0.1452
marko arnautovic,G32,Inter,A,4.3597408975525545,0.0567,0.0746
alexis sanchez,G32,Inter,A,4.293440294623524,0.0567,0.1573
zito luvumbo,G32,Cagliari,A,4.218342271585198,0.1483,0.1138
stephan el shaarawy,G32,Roma,A,4.18244125420769,0.0924,0.0877
lameck banda,G32,Lecce,A,4.155316875643998,0.0567,0.0746
arkadiusz milik,G32,Juventus,A,4.105186360170173,0.0924,0.1104
pontus almqvist,G32,Lecce,A,4.09262020178492,0.0425,0.0746
valentin castellanos,G32,Lazio,A,4.056707085209281,0.1073,0.0522
nicolo cambiaghi,G32,Empoli,A,3.973908584137184,0.1109,0.0903
federico bonazzoli,G32,Verona,A,3.962712806190207,0.3327,0.1391
darko lazovic,G32,Verona,A,3.928057418709881,0.026,0.0616
caleb ekuban,G32,Genoa,A,3.913512269381301,0.2218,0.1164
riccardo sottil,G32,Fiorentina,A,3.9103419279689744,0.026,0.0616
dan ndoye,G32,Bologna,A,3.901715493456509,0.0,0.0486
gianluca lapadula,G32,Cagliari,A,3.893838847683358,0.0567,0.0974
roberto piccoli,G32,Lecce,A,3.735319321575109,0.0924,0.0877
matteo cancellieri,G32,Empoli,A,3.72727840389174,0.2146,0.1294
kenan yildiz,G32,Juventus,A,3.718143780461207,0.026,0.0616
francesco caputo,G32,Empoli,A,3.6971940427487247,0.0567,0.0746
lorenzo colombo,G32,Monza,A,3.649950854407962,0.0924,0.0877
pedro rodriguez,G32,Lazio,A,3.585789306352385,0.026,0.0616
samuel chukwueze,G32,AC Milan,A,3.551505491548597,0.026,0.0908
tommaso baldanzi,G32,Roma,A,3.539934540541158,0.0567,0.0746
gustav isaksen,G32,Lazio,A,3.478766847296071,0.0567,0.0746
nicola sansone,G32,Lecce,A,3.465871695670076,0.026,0.0616
cristian volpato,G32,Sassuolo,A,3.365828199215989,0.026,0.0616
patrick ciurria,G32,Monza,A,3.323795032547592,0.0,0.0
samuel iling-junior,G32,Juventus,A,3.305908169557745,0.026,0.0616
kaio jorge,G32,Frosinone,A,3.305865248662942,0.0739,0.0877
eldor shomurodov,G32,Cagliari,A,3.27795813056594,0.026,0.0843
christian kouame,G32,Fiorentina,A,3.2361854343502765,0.026,0.0616
sardar azmoun,G32,Roma,A,2.9907077786763634,0.0567,0.0746
alessio zerbin,G32,Monza,A,2.870746436134114,0.0,0.0
isaac success,G32,Udinese,A,2.855494717737655,0.0,0.0486
leonardo pavoletti,G32,Cagliari,A,2.796135484280822,0.0425,0.0746
domenico berardi,G32,Sassuolo,A,2.746738919874218,0.2704,0.1529
chukwubuikem ikwuemesi,G32,Salernitana,A,2.7388436043278133,0.026,0.0616
gregoire defrel,G32,Sassuolo,A,2.70819506001134,0.026,0.0758
emmanuel quartsin gyasi,G32,Empoli,A,2.6533762872894022,0.026,0.0616
giovanni simeone,G32,Napoli,A,2.6327799546258026,0.026,0.0616
jackson tchatchoua,G32,Verona,A,2.469375096698178,0.0,0.0
demba seck,G32,Frosinone,A,2.4268309742894782,0.0,0.0
pietro pellegri,G32,Torino,A,2.384663574060406,0.0,0.0486
marvin cuni,G32,Frosinone,A,2.349666707489096,0.026,0.0616
moise kean,G32,Juventus,A,2.2850566429873287,0.0,0.0
samuele mulattieri,G32,Sassuolo,A,2.1653862159852904,0.0,0.0
tijjani noslin,G32,Verona,A,1.780392862324139,0.0567,0.1039
m'baye niang,G32,Empoli,A,1.628093609548119,0.4292,0.1294
boulaye dia,G32,Salernitana,A,1.1658434813141945,0.0924,0.0877
daniel maldini,G32,Empoli,A,1.1181587312437475,0.0739,0.1791
luis muriel,G32,Atalanta,A,0.9420171034325044,0.0425,0.0746
simy,G32,Salernitana,A,0.8106407511975994,0.026,0.0616
andrea petagna,G32,Cagliari,A,0.7527378403977708,0.026,0.0616
thomas henry,G32,Verona,A,0.6928886132685363,0.0739,0.0877
karol swiderski,G32,Verona,A,0.6520159703510102,0.026,0.093
junior messias,G32,Genoa,A,0.6072506947746723,0.026,0.0616
el bilal toure,G32,Atalanta,A,0.6048177993629147,0.026,0.0616
nemanja radonjic,G32,Torino,A,0.6033580621158604,0.0,0.0
jovane cabral,G32,Salernitana,A,0.4826864496926881,0.026,0.0616
jens odgaard,G32,Bologna,A,0.4797669751985791,0.0567,0.0746
emmanuel ekong,G32,Empoli,A,0.4593306537398162,0.0,0.0
vitor oliveira,G32,Genoa,A,0.4525185465868952,0.026,0.0843
jaime baez,G32,Frosinone,A,0.4062935337635026,0.026,0.0616
samuel castillejo,G32,Sassuolo,A,0.3756390515753581,0.0,0.0
josip brekalo,G32,Fiorentina,A,0.3347664086578322,0.026,0.0616
mirko maric,G32,Monza,A,0.3308737759990202,0.026,0.0616
gianluca caprari,G32,Monza,A,0.3240616688460991,0.0,0.0
rares burnete,G32,Lecce,A,0.3114106127049601,0.0,0.0
tammy abraham,G32,Roma,A,0.3050850846343906,0.0,0.0486
santiago castro,G32,Bologna,A,0.2919474494109001,0.0,0.0486
shon weissman,G32,Salernitana,A,0.2705379697874341,0.026,0.0616
beto,G32,Udinese,A,0.2656721789639191,0.0,0.0
keinan davis,G32,Udinese,A,0.2510748064933741,0.0,0.0486
