Giocatore,Giornata,Prob_Gol
matteo gabbia,G7,0.0
gianluca gaetano,G7,0.0
roberto gagliardini,G7,0.1188
valentin gendrey,G7,0.0
lautaro gianetti,G7,0.0
olivier giroud,G7,0.2575
albert gudmundsson,G7,0.1109
matteo guendouzi,G7,0.0
emmanuel quartsin gyasi,G7,0.0
abdou harroui,G7,0.1465
thomas henry,G7,0.0
theo hernandez,G7,0.1188
emil holm,G7,0.0
dean huijsen,G7,0.0
jonathan ikone,G7,0.1109
chukwubuikem ikwuemesi,G7,0.0
ivan ilic,G7,0.0
samuel iling-junior,G7,0.0
ciro immobile,G7,0.2197
gustav isaksen,G7,0.0
jakub jankto,G7,0.0
luka jovic,G7,0.0
juan jesus,G7,0.0
christian kabasele,G7,0.0
kaio jorge,G7,0.0
daichi kamada,G7,0.1188
hassane kamara,G7,0.0
grigoris kastanos,G7,0.0
michael kayode,G7,0.0
kingstone mutandwa,G7,0.0
sead kolasinac,G7,0.0
teun koopmeiners,G7,0.1758
christian kouame,G7,0.1188
viktor kovalenko,G7,0.0
nikola krstovic,G7,0.3327
khvicha kvaratskhelia,G7,0.1109
luca ranieri,G7,0.0
gianluca lapadula,G7,0.0
armand lauriente,G7,0.1188
lautaro martinez,G7,0.2867
darko lazovic,G7,0.0
pol lirola,G7,0.1188
diego llorente,G7,0.0
manuel locatelli,G7,0.0
ruben loftus-cheek,G7,0.1109
ademola lookman,G7,0.2197
lorenzo pellegrini,G7,0.0
sandi lovric,G7,0.0
luca pellegrini,G7,0.0
lorenzo lucca,G7,0.0
luis alberto,G7,0.2197
romelu lukaku,G7,0.2197
sebastiano luperto,G7,0.0
zito luvumbo,G7,0.1758
charalambos lykogiannis,G7,0.0
giulio maggiore,G7,0.0
daniel maldini,G7,0.0
ruslan malinovsky,G7,0.0
gianluca mancini,G7,0.1188
rolando mandragora,G7,0.0792
mirko maric,G7,0.0
agustin martegani,G7,0.0
lucas martinez quarta,G7,0.2197
adam marusic,G7,0.0
matheus henrique,G7,0.0
mathias olivera,G7,0.0
luca mazzitelli,G7,0.1883
junior messias,G7,0.1109
arkadiusz milik,G7,0.1109
yerry mina,G7,0.0
aleksey miranchuk,G7,0.0
fabio miretti,G7,0.0
henrikh mkhitaryan,G7,0.1883
ilario monterisi,G7,0.1188
nikola moro,G7,0.0
luis muriel,G7,0.0
nahitan nandez,G7,0.0
dan ndoye,G7,0.0
cyril ngonge,G7,0.2197
m'baye niang,G7,0.0
nicolas gonzalez,G7,0.1465
tijjani noslin,G7,0.0
m'bala nzola,G7,0.0
jens odgaard,G7,0.0
noah okafor,G7,0.1109
gaetano oristanio,G7,0.0
riccardo orsolini,G7,0.0
victor osimhen,G7,0.2575
remi oudin,G7,0.1188
leandro paredes,G7,0.0
mario pasalic,G7,0.1188
patric,G7,0.0
leonardo pavoletti,G7,0.0
martin payero,G7,0.0
pedro rodriguez,G7,0.0
pietro pellegri,G7,0.0
roberto pereyra,G7,0.0
nehuen perez,G7,0.0
matteo pessina,G7,0.0
andrea petagna,G7,0.0
roberto piccoli,G7,0.0
niccolo pierozzi,G7,0.0
andrea pinamonti,G7,0.3863
matteo politano,G7,0.2197
stefan posch,G7,0.0
matteo prati,G7,0.0
christian pulisic,G7,0.1465
rasmus kristensen,G7,0.0
adrien rabiot,G7,0.0792
uros racic,G7,0.0
nemanja radonjicc,G7,0.2773
rafael leao,G7,0.3327
hamza rafia,G7,0.1188
ylber ramadani,G7,0.0
giacomo raspadori,G7,0.1188
tijjani reijnders,G7,0.0
reinier,G7,0.0
renato sanches,G7,0.1188
mateo retegui,G7,0.2218
samuele ricci,G7,0.0
ricardo rodriguez,G7,0.0
simone romagnoli,G7,0.1188
daniele rugani,G7,0.0
simone bastoni,G7,0.0
alexis saelemaekers,G7,0.0
lazar samardzic,G7,0.1758
junior sambia,G7,0.0
antonio sanabria,G7,0.0
alexis sanchez,G7,0.0
nicola sansone,G7,0.0
zanos savva,G7,0.0
giorgio scalvini,G7,0.0
gianluca scamacca,G7,0.1883
perr schuurs,G7,0.1188
eldor shomurodov,G7,0.0
giovanni simeone,G7,0.1109
jan-carlo simic,G7,0.0
simy,G7,0.0
riccardo sottil,G7,0.0
matias soule,G7,0.1109
leonardo spinazzola,G7,0.1188
gabriel strefezza,G7,0.1188
isaac success,G7,0.0
ibrahim sulemana,G7,0.0
tomas suslov,G7,0.0
karol swiderski,G7,0.0
loum tchaouna,G7,0.0
florian thauvin,G7,0.0
morten thorsby,G7,0.1109
kristian thorstvedt,G7,0.0
marcus thuram,G7,0.2197
fikayo tomori,G7,0.1109
el bilal toure,G7,0.0
chaka traore,G7,0.0
valentin carboni,G7,0.0
johan vasquez,G7,0.0
matias vecino,G7,0.1109
nicolas viola,G7,0.0
mattia viti,G7,0.0
vitor oliveira,G7,0.0
dusan vlahovic,G7,0.3863
nikola vlasic,G7,0.0
cristian volpato,G7,0.0
walace,G7,0.0
shon weissman,G7,0.0
kenan yildiz,G7,0.0
mattia zaccagni,G7,0.1109
duvan zapata,G7,0.293
gabriele zappa,G7,0.0
davide zappacosta,G7,0.0
oier zarraga,G7,0.0
jordan zemura,G7,0.0
piotr zielinski,G7,0.1758
joshua zirkzee,G7,0.1188
nadir zortea,G7,0.0792
szymon zurkowski,G7,0.0
leo ostigard,G7,0.0
federico gatti,G8,0.0
alessandro bastoni,G8,0.0
andrea carboni,G8,0.0
tammy abraham,G8,0.0
francesco acerbi,G8,0.0
yacine adli,G8,0.0
alex sandro,G8,0.0
pontus almqvist,G8,0.0693
amir rrahmani,G8,0.0
houssem aouar,G8,0.104
marko arnautovic,G8,0.0
arthur,G8,0.0
kristjan asllani,G8,0.0
tommaso augello,G8,0.0
sardar azmoun,G8,0.0
milan badelj,G8,0.0
jaime baez,G8,0.0
nedim bajrami,G8,0.104
mitchel bakker,G8,0.0
tommaso baldanzi,G8,0.104
lameck banda,G8,0.0
mattia bani,G8,0.104
antonin barak,G8,0.0
nicolo barella,G8,0.0
raoul bellanova,G8,0.0
andrea belotti,G8,0.1099
lucas beltran,G8,0.0
ismael bennacer,G8,0.0
domenico berardi,G8,0.4292
sam beukema,G8,0.0
cristiano biraghi,G8,0.0693
davide biraschi,G8,0.0693
yann aurel bisseck,G8,0.0
giacomo bonaventura,G8,0.2773
federico bonazzoli,G8,0.0693
warren bondo,G8,0.0
josip brekalo,G8,0.0
gleison bremer,G8,0.0
marco brescianini,G8,0.0
tajon buchanan,G8,0.0
alessandro buongiorno,G8,0.104
jovane cabral,G8,0.104
riccardo calafiori,G8,0.0
luca caldirola,G8,0.0
hakan calhanoglu,G8,0.1883
nicolo cambiaghi,G8,0.0
andrea cambiaso,G8,0.0
matteo cancellieri,G8,0.0
antonio candreva,G8,0.1099
francesco caputo,G8,0.0
valentin castellanos,G8,0.0
santiago castro,G8,0.0
gaetano castrovilli,G8,0.0
danilo cataldi,G8,0.0
leonardo cerri,G8,0.0
walid cheddira,G8,0.104
federico chiesa,G8,0.3863
samuel chukwueze,G8,0.0
lorenzo colombo,G8,0.1109
andrea colpani,G8,0.3169
diego coppola,G8,0.0
bryan cristante,G8,0.104
marvin cuni,G8,0.0
danilo,G8,0.104
dany mota,G8,0.0
matteo darmian,G8,0.0
keinan davis,G8,0.0
charles de ketelaere,G8,0.0693
lorenzo de silvestri,G8,0.0
stefan de vrij,G8,0.0
gregoire defrel,G8,0.0
alessandro deiola,G8,0.0
federico di francesco,G8,0.0693
giovanni di lorenzo,G8,0.104
boulaye dia,G8,0.104
federico dimarco,G8,0.104
milan djuric,G8,0.0
patrick dorgu,G8,0.0
alberto dossena,G8,0.0
radu dragusin,G8,0.0
ondrej duda,G8,0.104
denzel dumfries,G8,0.2511
alfred duncan,G8,0.104
paulo dybala,G8,0.1648
ederson,G8,0.104
caleb ekuban,G8,0.0
oussama el azzouzi,G8,0.0
stephan el shaarawy,G8,0.0
eljif elmas,G8,0.0
martin erlic,G8,0.0
giovanni fabbian,G8,0.104
federico fazio,G8,0.0
jacopo fazzini,G8,0.0
felipe anderson,G8,0.0
lewis ferguson,G8,0.104
gian marco ferrari,G8,0.0
alessandro florenzi,G8,0.0
michael folorunsho,G8,0.0
davide frattesi,G8,0.104
morten frendrup,G8,0.0
remo freuler,G8,0.0
matteo gabbia,G8,0.0
gianluca gaetano,G8,0.1109
roberto gagliardini,G8,0.104
valentin gendrey,G8,0.0
lautaro gianetti,G8,0.0
olivier giroud,G8,0.2146
albert gudmundsson,G8,0.2637
matteo guendouzi,G8,0.0
emmanuel quartsin gyasi,G8,0.0
abdou harroui,G8,0.1256
thomas henry,G8,0.0
theo hernandez,G8,0.104
emil holm,G8,0.0
dean huijsen,G8,0.0
jonathan ikone,G8,0.104
chukwubuikem ikwuemesi,G8,0.0
ivan ilic,G8,0.0
samuel iling-junior,G8,0.0
ciro immobile,G8,0.1883
gustav isaksen,G8,0.0
jakub jankto,G8,0.0
luka jovic,G8,0.0
juan jesus,G8,0.0
christian kabasele,G8,0.0
kaio jorge,G8,0.0
daichi kamada,G8,0.104
hassane kamara,G8,0.0
grigoris kastanos,G8,0.0
michael kayode,G8,0.0
kingstone mutandwa,G8,0.0
sead kolasinac,G8,0.0
teun koopmeiners,G8,0.2511
christian kouame,G8,0.104
viktor kovalenko,G8,0.0
nikola krstovic,G8,0.2773
khvicha kvaratskhelia,G8,0.104
luca ranieri,G8,0.0
gianluca lapadula,G8,0.0
armand lauriente,G8,0.104
lautaro martinez,G8,0.5526
darko lazovic,G8,0.0
pol lirola,G8,0.104
diego llorente,G8,0.0
manuel locatelli,G8,0.0
ruben loftus-cheek,G8,0.104
ademola lookman,G8,0.1883
lorenzo pellegrini,G8,0.1109
sandi lovric,G8,0.0
luca pellegrini,G8,0.0
lorenzo lucca,G8,0.1109
luis alberto,G8,0.1883
romelu lukaku,G8,0.3327
sebastiano luperto,G8,0.0
zito luvumbo,G8,0.2511
charalambos lykogiannis,G8,0.0
giulio maggiore,G8,0.0
daniel maldini,G8,0.0
ruslan malinovsky,G8,0.0
gianluca mancini,G8,0.104
rolando mandragora,G8,0.0693
mirko maric,G8,0.0
agustin martegani,G8,0.0
lucas martinez quarta,G8,0.1883
adam marusic,G8,0.0
matheus henrique,G8,0.0
mathias olivera,G8,0.0
luca mazzitelli,G8,0.1648
junior messias,G8,0.104
arkadiusz milik,G8,0.104
yerry mina,G8,0.0
aleksey miranchuk,G8,0.0
fabio miretti,G8,0.0
henrikh mkhitaryan,G8,0.1648
ilario monterisi,G8,0.104
nikola moro,G8,0.0
luis muriel,G8,0.0
nahitan nandez,G8,0.0
dan ndoye,G8,0.0
cyril ngonge,G8,0.1883
m'baye niang,G8,0.0
nicolas gonzalez,G8,0.3327
tijjani noslin,G8,0.0
m'bala nzola,G8,0.1109
jens odgaard,G8,0.0
noah okafor,G8,0.2637
gaetano oristanio,G8,0.0
riccardo orsolini,G8,0.2218
victor osimhen,G8,0.43
remi oudin,G8,0.104
leandro paredes,G8,0.0
mario pasalic,G8,0.104
patric,G8,0.0
leonardo pavoletti,G8,0.0
martin payero,G8,0.0
pedro rodriguez,G8,0.0
pietro pellegri,G8,0.0
roberto pereyra,G8,0.0
nehuen perez,G8,0.1109
matteo pessina,G8,0.0
andrea petagna,G8,0.0
roberto piccoli,G8,0.0
niccolo pierozzi,G8,0.0
andrea pinamonti,G8,0.3219
matteo politano,G8,0.2218
stefan posch,G8,0.0
matteo prati,G8,0.0
christian pulisic,G8,0.3327
rasmus kristensen,G8,0.0
adrien rabiot,G8,0.0693
uros racic,G8,0.0
nemanja radonjicc,G8,0.2377
rafael leao,G8,0.2773
hamza rafia,G8,0.104
ylber ramadani,G8,0.0
giacomo raspadori,G8,0.104
tijjani reijnders,G8,0.0
reinier,G8,0.0
renato sanches,G8,0.104
mateo retegui,G8,0.3219
samuele ricci,G8,0.0
ricardo rodriguez,G8,0.0
simone romagnoli,G8,0.104
daniele rugani,G8,0.0
simone bastoni,G8,0.0
alexis saelemaekers,G8,0.0
lazar samardzic,G8,0.2511
junior sambia,G8,0.0
antonio sanabria,G8,0.0
alexis sanchez,G8,0.0
nicola sansone,G8,0.0
zanos savva,G8,0.0
giorgio scalvini,G8,0.0
gianluca scamacca,G8,0.1648
perr schuurs,G8,0.104
eldor shomurodov,G8,0.0
giovanni simeone,G8,0.104
jan-carlo simic,G8,0.0
simy,G8,0.0
riccardo sottil,G8,0.0
matias soule,G8,0.104
leonardo spinazzola,G8,0.104
gabriel strefezza,G8,0.104
isaac success,G8,0.0
ibrahim sulemana,G8,0.0
tomas suslov,G8,0.0
karol swiderski,G8,0.0
loum tchaouna,G8,0.0
florian thauvin,G8,0.0
morten thorsby,G8,0.104
kristian thorstvedt,G8,0.0
marcus thuram,G8,0.1883
fikayo tomori,G8,0.104
el bilal toure,G8,0.0
chaka traore,G8,0.0
valentin carboni,G8,0.0
johan vasquez,G8,0.0
matias vecino,G8,0.104
nicolas viola,G8,0.0
mattia viti,G8,0.0
vitor oliveira,G8,0.0
dusan vlahovic,G8,0.3219
nikola vlasic,G8,0.0
cristian volpato,G8,0.0
walace,G8,0.0
shon weissman,G8,0.0
kenan yildiz,G8,0.0
mattia zaccagni,G8,0.104
duvan zapata,G8,0.2511
gabriele zappa,G8,0.0
davide zappacosta,G8,0.0
oier zarraga,G8,0.0
jordan zemura,G8,0.0
piotr zielinski,G8,0.2511
joshua zirkzee,G8,0.104
nadir zortea,G8,0.0693
szymon zurkowski,G8,0.0
leo ostigard,G8,0.1109
federico gatti,G9,0.1109
alessandro bastoni,G9,0.0
andrea carboni,G9,0.0
tammy abraham,G9,0.0
francesco acerbi,G9,0.1109
yacine adli,G9,0.0
alex sandro,G9,0.0
pontus almqvist,G9,0.0616
amir rrahmani,G9,0.0
houssem aouar,G9,0.1758
marko arnautovic,G9,0.0
arthur,G9,0.0
kristjan asllani,G9,0.0
tommaso augello,G9,0.0
sardar azmoun,G9,0.0
milan badelj,G9,0.0
jaime baez,G9,0.0
nedim bajrami,G9,0.0924
mitchel bakker,G9,0.0
tommaso baldanzi,G9,0.0924
lameck banda,G9,0.0
mattia bani,G9,0.0924
antonin barak,G9,0.0
nicolo barella,G9,0.0
raoul bellanova,G9,0.0
andrea belotti,G9,0.2218
lucas beltran,G9,0.0
ismael bennacer,G9,0.0
domenico berardi,G9,0.43
sam beukema,G9,0.0
cristiano biraghi,G9,0.0616
davide biraschi,G9,0.0616
yann aurel bisseck,G9,0.0
giacomo bonaventura,G9,0.3219
federico bonazzoli,G9,0.0616
warren bondo,G9,0.0
josip brekalo,G9,0.1109
gleison bremer,G9,0.0
marco brescianini,G9,0.0
tajon buchanan,G9,0.0
alessandro buongiorno,G9,0.0924
jovane cabral,G9,0.0924
riccardo calafiori,G9,0.0
luca caldirola,G9,0.0
hakan calhanoglu,G9,0.1648
nicolo cambiaghi,G9,0.0
andrea cambiaso,G9,0.0
matteo cancellieri,G9,0.0
antonio candreva,G9,0.0977
francesco caputo,G9,0.0
valentin castellanos,G9,0.1109
santiago castro,G9,0.0
gaetano castrovilli,G9,0.0
danilo cataldi,G9,0.0
leonardo cerri,G9,0.0
walid cheddira,G9,0.0924
federico chiesa,G9,0.3219
samuel chukwueze,G9,0.0
lorenzo colombo,G9,0.0924
andrea colpani,G9,0.2575
diego coppola,G9,0.0
bryan cristante,G9,0.0924
marvin cuni,G9,0.0
danilo,G9,0.0924
dany mota,G9,0.0
matteo darmian,G9,0.0
keinan davis,G9,0.0
charles de ketelaere,G9,0.0616
lorenzo de silvestri,G9,0.0
stefan de vrij,G9,0.0
gregoire defrel,G9,0.0
alessandro deiola,G9,0.0
federico di francesco,G9,0.0616
giovanni di lorenzo,G9,0.0924
boulaye dia,G9,0.0924
federico dimarco,G9,0.0924
milan djuric,G9,0.1109
patrick dorgu,G9,0.0
alberto dossena,G9,0.0
radu dragusin,G9,0.0
ondrej duda,G9,0.0924
denzel dumfries,G9,0.2197
alfred duncan,G9,0.0924
paulo dybala,G9,0.1465
ederson,G9,0.1758
caleb ekuban,G9,0.0
oussama el azzouzi,G9,0.0
stephan el shaarawy,G9,0.0
eljif elmas,G9,0.0
martin erlic,G9,0.0
giovanni fabbian,G9,0.0924
federico fazio,G9,0.0
jacopo fazzini,G9,0.0
felipe anderson,G9,0.0
lewis ferguson,G9,0.0924
gian marco ferrari,G9,0.0
alessandro florenzi,G9,0.0
michael folorunsho,G9,0.0
davide frattesi,G9,0.0924
morten frendrup,G9,0.0
remo freuler,G9,0.0
matteo gabbia,G9,0.0
gianluca gaetano,G9,0.0924
roberto gagliardini,G9,0.0924
valentin gendrey,G9,0.0
lautaro gianetti,G9,0.0
olivier giroud,G9,0.1839
albert gudmundsson,G9,0.1648
matteo guendouzi,G9,0.0
emmanuel quartsin gyasi,G9,0.0
abdou harroui,G9,0.1099
thomas henry,G9,0.0
theo hernandez,G9,0.0924
emil holm,G9,0.0
dean huijsen,G9,0.0
jonathan ikone,G9,0.0924
chukwubuikem ikwuemesi,G9,0.0
ivan ilic,G9,0.0
samuel iling-junior,G9,0.0
ciro immobile,G9,0.1648
gustav isaksen,G9,0.0
jakub jankto,G9,0.0
luka jovic,G9,0.0
juan jesus,G9,0.0
christian kabasele,G9,0.0
kaio jorge,G9,0.0
daichi kamada,G9,0.0924
hassane kamara,G9,0.0
grigoris kastanos,G9,0.0
michael kayode,G9,0.0
kingstone mutandwa,G9,0.0
sead kolasinac,G9,0.1109
teun koopmeiners,G9,0.2197
christian kouame,G9,0.0924
viktor kovalenko,G9,0.0
nikola krstovic,G9,0.4292
khvicha kvaratskhelia,G9,0.0924
luca ranieri,G9,0.0
gianluca lapadula,G9,0.0
armand lauriente,G9,0.0924
lautaro martinez,G9,0.5755
darko lazovic,G9,0.0
pol lirola,G9,0.0924
diego llorente,G9,0.0
manuel locatelli,G9,0.0
ruben loftus-cheek,G9,0.0924
ademola lookman,G9,0.1648
lorenzo pellegrini,G9,0.0924
sandi lovric,G9,0.0
luca pellegrini,G9,0.0
lorenzo lucca,G9,0.0924
luis alberto,G9,0.1648
romelu lukaku,G9,0.4292
sebastiano luperto,G9,0.0
zito luvumbo,G9,0.2197
charalambos lykogiannis,G9,0.0
giulio maggiore,G9,0.0
daniel maldini,G9,0.0
ruslan malinovsky,G9,0.0
gianluca mancini,G9,0.0924
rolando mandragora,G9,0.0616
mirko maric,G9,0.0
agustin martegani,G9,0.0
lucas martinez quarta,G9,0.1648
adam marusic,G9,0.0
matheus henrique,G9,0.0
mathias olivera,G9,0.0
luca mazzitelli,G9,0.2218
junior messias,G9,0.0924
arkadiusz milik,G9,0.1758
yerry mina,G9,0.0
aleksey miranchuk,G9,0.0
fabio miretti,G9,0.0
henrikh mkhitaryan,G9,0.1465
ilario monterisi,G9,0.0924
nikola moro,G9,0.0
luis muriel,G9,0.0
nahitan nandez,G9,0.1109
dan ndoye,G9,0.0
cyril ngonge,G9,0.1648
m'baye niang,G9,0.0
nicolas gonzalez,G9,0.4292
tijjani noslin,G9,0.0
m'bala nzola,G9,0.0924
jens odgaard,G9,0.0
noah okafor,G9,0.1648
gaetano oristanio,G9,0.0
riccardo orsolini,G9,0.2575
victor osimhen,G9,0.5189
remi oudin,G9,0.0924
leandro paredes,G9,0.0
mario pasalic,G9,0.0924
patric,G9,0.0
leonardo pavoletti,G9,0.0
martin payero,G9,0.0
pedro rodriguez,G9,0.0
pietro pellegri,G9,0.0
roberto pereyra,G9,0.0
nehuen perez,G9,0.0924
matteo pessina,G9,0.1109
andrea petagna,G9,0.0
roberto piccoli,G9,0.0
niccolo pierozzi,G9,0.0
andrea pinamonti,G9,0.2759
matteo politano,G9,0.3169
stefan posch,G9,0.0
matteo prati,G9,0.0
christian pulisic,G9,0.4292
rasmus kristensen,G9,0.0
adrien rabiot,G9,0.0616
uros racic,G9,0.0
nemanja radonjicc,G9,0.2079
rafael leao,G9,0.2377
hamza rafia,G9,0.0924
ylber ramadani,G9,0.0
giacomo raspadori,G9,0.0924
tijjani reijnders,G9,0.0
reinier,G9,0.1109
renato sanches,G9,0.0924
mateo retegui,G9,0.5365
samuele ricci,G9,0.0
ricardo rodriguez,G9,0.0
simone romagnoli,G9,0.0924
daniele rugani,G9,0.0
simone bastoni,G9,0.0
alexis saelemaekers,G9,0.0
lazar samardzic,G9,0.2197
junior sambia,G9,0.0
antonio sanabria,G9,0.0
alexis sanchez,G9,0.0
nicola sansone,G9,0.0
zanos savva,G9,0.0
giorgio scalvini,G9,0.0
gianluca scamacca,G9,0.1465
perr schuurs,G9,0.0924
eldor shomurodov,G9,0.0
giovanni simeone,G9,0.0924
jan-carlo simic,G9,0.0
simy,G9,0.0
riccardo sottil,G9,0.0
matias soule,G9,0.0924
leonardo spinazzola,G9,0.0924
gabriel strefezza,G9,0.0924
isaac success,G9,0.0
ibrahim sulemana,G9,0.0
tomas suslov,G9,0.0
karol swiderski,G9,0.0
loum tchaouna,G9,0.0
florian thauvin,G9,0.0
morten thorsby,G9,0.0924
kristian thorstvedt,G9,0.0
marcus thuram,G9,0.1648
fikayo tomori,G9,0.0924
el bilal toure,G9,0.0
chaka traore,G9,0.0
valentin carboni,G9,0.1109
johan vasquez,G9,0.0
matias vecino,G9,0.1758
nicolas viola,G9,0.0
mattia viti,G9,0.0
vitor oliveira,G9,0.0
dusan vlahovic,G9,0.2759
nikola vlasic,G9,0.0
cristian volpato,G9,0.0
walace,G9,0.0
shon weissman,G9,0.0
kenan yildiz,G9,0.0
mattia zaccagni,G9,0.0924
duvan zapata,G9,0.2197
gabriele zappa,G9,0.0
davide zappacosta,G9,0.0
oier zarraga,G9,0.0
jordan zemura,G9,0.0
piotr zielinski,G9,0.2197
joshua zirkzee,G9,0.1758
nadir zortea,G9,0.0616
szymon zurkowski,G9,0.0
leo ostigard,G9,0.0924
federico gatti,G10,0.0832
alessandro bastoni,G10,0.0
andrea carboni,G10,0.0
tammy abraham,G10,0.0
francesco acerbi,G10,0.0832
yacine adli,G10,0.0
alex sandro,G10,0.0
pontus almqvist,G10,0.0555
amir rrahmani,G10,0.0
houssem aouar,G10,0.1953
marko arnautovic,G10,0.0
arthur,G10,0.0
kristjan asllani,G10,0.0
tommaso augello,G10,0.0
sardar azmoun,G10,0.0
milan badelj,G10,0.0
jaime baez,G10,0.0
nedim bajrami,G10,0.0832
mitchel bakker,G10,0.0
tommaso baldanzi,G10,0.0832
lameck banda,G10,0.0
mattia bani,G10,0.0832
antonin barak,G10,0.0
nicolo barella,G10,0.0
raoul bellanova,G10,0.0
andrea belotti,G10,0.1848
lucas beltran,G10,0.0
ismael bennacer,G10,0.0
domenico berardi,G10,0.5119
sam beukema,G10,0.0
cristiano biraghi,G10,0.0555
davide biraschi,G10,0.0555
yann aurel bisseck,G10,0.0
giacomo bonaventura,G10,0.3679
federico bonazzoli,G10,0.0555
warren bondo,G10,0.0
josip brekalo,G10,0.0832
gleison bremer,G10,0.0
marco brescianini,G10,0.0
tajon buchanan,G10,0.0
alessandro buongiorno,G10,0.0832
jovane cabral,G10,0.0832
riccardo calafiori,G10,0.0
luca caldirola,G10,0.0
hakan calhanoglu,G10,0.3327
nicolo cambiaghi,G10,0.0
andrea cambiaso,G10,0.0
matteo cancellieri,G10,0.0
antonio candreva,G10,0.0879
francesco caputo,G10,0.1109
valentin castellanos,G10,0.0832
santiago castro,G10,0.0
gaetano castrovilli,G10,0.0
danilo cataldi,G10,0.0
leonardo cerri,G10,0.0
walid cheddira,G10,0.0832
federico chiesa,G10,0.2759
samuel chukwueze,G10,0.0
lorenzo colombo,G10,0.0832
andrea colpani,G10,0.4024
diego coppola,G10,0.0
bryan cristante,G10,0.0832
marvin cuni,G10,0.0
danilo,G10,0.0832
dany mota,G10,0.0
matteo darmian,G10,0.0
keinan davis,G10,0.0
charles de ketelaere,G10,0.0555
lorenzo de silvestri,G10,0.1109
stefan de vrij,G10,0.0
gregoire defrel,G10,0.0
alessandro deiola,G10,0.0
federico di francesco,G10,0.0555
giovanni di lorenzo,G10,0.0832
boulaye dia,G10,0.1758
federico dimarco,G10,0.0832
milan djuric,G10,0.0832
patrick dorgu,G10,0.0
alberto dossena,G10,0.0
radu dragusin,G10,0.0
ondrej duda,G10,0.0832
denzel dumfries,G10,0.1953
alfred duncan,G10,0.0832
paulo dybala,G10,0.1318
ederson,G10,0.3327
caleb ekuban,G10,0.0
oussama el azzouzi,G10,0.0
stephan el shaarawy,G10,0.1109
eljif elmas,G10,0.0
martin erlic,G10,0.0
giovanni fabbian,G10,0.0832
federico fazio,G10,0.0
jacopo fazzini,G10,0.0
felipe anderson,G10,0.1109
lewis ferguson,G10,0.1758
gian marco ferrari,G10,0.0
alessandro florenzi,G10,0.0
michael folorunsho,G10,0.0
davide frattesi,G10,0.0832
morten frendrup,G10,0.0
remo freuler,G10,0.0
matteo gabbia,G10,0.0
gianluca gaetano,G10,0.0832
roberto gagliardini,G10,0.0832
valentin gendrey,G10,0.0
lautaro gianetti,G10,0.0
olivier giroud,G10,0.1609
albert gudmundsson,G10,0.1465
matteo guendouzi,G10,0.0
emmanuel quartsin gyasi,G10,0.1109
abdou harroui,G10,0.0977
thomas henry,G10,0.0
theo hernandez,G10,0.0832
emil holm,G10,0.0
dean huijsen,G10,0.0
jonathan ikone,G10,0.0832
chukwubuikem ikwuemesi,G10,0.0
ivan ilic,G10,0.0
samuel iling-junior,G10,0.0
ciro immobile,G10,0.1465
gustav isaksen,G10,0.0
jakub jankto,G10,0.0
luka jovic,G10,0.0
juan jesus,G10,0.0
christian kabasele,G10,0.0
kaio jorge,G10,0.0
daichi kamada,G10,0.0832
hassane kamara,G10,0.0
grigoris kastanos,G10,0.0
michael kayode,G10,0.0
kingstone mutandwa,G10,0.0
sead kolasinac,G10,0.0832
teun koopmeiners,G10,0.1953
christian kouame,G10,0.0832
viktor kovalenko,G10,0.0
nikola krstovic,G10,0.5119
khvicha kvaratskhelia,G10,0.2218
luca ranieri,G10,0.0
gianluca lapadula,G10,0.0
armand lauriente,G10,0.0832
lautaro martinez,G10,0.7952
darko lazovic,G10,0.1109
pol lirola,G10,0.0832
diego llorente,G10,0.0
manuel locatelli,G10,0.1109
ruben loftus-cheek,G10,0.0832
ademola lookman,G10,0.3327
lorenzo pellegrini,G10,0.0832
sandi lovric,G10,0.0
luca pellegrini,G10,0.0
lorenzo lucca,G10,0.0832
luis alberto,G10,0.3327
romelu lukaku,G10,0.3679
sebastiano luperto,G10,0.0
zito luvumbo,G10,0.2575
charalambos lykogiannis,G10,0.0
giulio maggiore,G10,0.0
daniel maldini,G10,0.0
ruslan malinovsky,G10,0.0
gianluca mancini,G10,0.0832
rolando mandragora,G10,0.0555
mirko maric,G10,0.0
agustin martegani,G10,0.0
lucas martinez quarta,G10,0.1465
adam marusic,G10,0.0
matheus henrique,G10,0.0
mathias olivera,G10,0.0
luca mazzitelli,G10,0.2465
junior messias,G10,0.0832
arkadiusz milik,G10,0.1953
yerry mina,G10,0.0
aleksey miranchuk,G10,0.0
fabio miretti,G10,0.0
henrikh mkhitaryan,G10,0.1318
ilario monterisi,G10,0.0832
nikola moro,G10,0.0
luis muriel,G10,0.0
nahitan nandez,G10,0.0832
dan ndoye,G10,0.0
cyril ngonge,G10,0.1465
m'baye niang,G10,0.0
nicolas gonzalez,G10,0.2759
tijjani noslin,G10,0.0
m'bala nzola,G10,0.0832
jens odgaard,G10,0.0
noah okafor,G10,0.1465
gaetano oristanio,G10,0.0
riccardo orsolini,G10,0.2146
victor osimhen,G10,0.3892
remi oudin,G10,0.0832
leandro paredes,G10,0.0
mario pasalic,G10,0.0832
patric,G10,0.0
leonardo pavoletti,G10,0.0
martin payero,G10,0.0
pedro rodriguez,G10,0.0
pietro pellegri,G10,0.0
roberto pereyra,G10,0.0
